Case ID,Activity,Complete Timestamp,noise
3,Assess loan risk,2017-09-19 17:31:59.768,
3,Assess eligibility,2017-09-19 19:10:42.870,
3,Check if home insurance quote is requested,2017-09-19 19:18:51.644,
3,Send home insurance quote,2017-09-19 21:15:00.566,
3,Verify repayment agreement,2017-09-19 21:28:17.621,
3,Cancel application,2017-09-19 21:55:16.218,
3,end_event_Loan  application canceled,2017-09-19 23:23:01.254,
4,start_event_Loan  application received,2017-09-20 00:55:28.622,
4,Check  application  form completeness,2017-09-20 02:29:05.418,
4,Return application back to applicant,2017-09-20 02:46:34.784,
4,Receive updated application,2017-09-20 05:43:36.925,
4,Check  application  form completeness,2017-09-20 06:01:30.227,
4,Return application back to applicant,2017-09-20 07:29:37.823,
4,Receive updated application,2017-09-20 09:41:57.636,
4,Check  application  form completeness,2017-09-20 10:28:22.737,
4,Return application back to applicant,2017-09-20 11:23:42.674,
4,Receive updated application,2017-09-20 12:48:33.160,
4,Check  application  form completeness,2017-09-20 12:49:24.948,
4,Appraise property,2017-09-20 12:57:17.480,
4,Check credit history,2017-09-20 13:03:08.030,
4,Assess loan risk,2017-09-20 13:07:23.323,
4,Assess eligibility,2017-09-20 13:11:02.710,
4,Reject application,2017-09-20 14:04:10.739,
4,end_event_Loan application rejected,2017-09-20 14:22:17.205,
5,start_event_Loan  application received,2017-09-20 10:57:43.343,
5,Return application back to applicant,2017-09-20 10:57:43.343,True
5,Check  application  form completeness,2017-09-20 11:32:22.974,
5,Appraise property,2017-09-20 12:12:04.074,
5,Check credit history,2017-09-20 12:37:48.818,
5,Assess loan risk,2017-09-20 12:38:01.735,
5,Assess eligibility,2017-09-20 12:59:36.208,
5,Check if home insurance quote is requested,2017-09-20 16:54:34.656,
5,Send home insurance quote,2017-09-20 20:05:21.471,
5,Verify repayment agreement,2017-09-20 20:51:46.813,
5,Cancel application,2017-09-20 22:06:36.943,
5,end_event_Loan  application canceled,2017-09-20 23:25:19.945,
6,start_event_Loan  application received,2017-09-20 21:19:25.477,
6,Check  application  form completeness,2017-09-20 23:31:15.345,
6,Return application back to applicant,2017-09-20 23:50:49.681,
6,Receive updated application,2017-09-21 00:06:10.434,
6,Check  application  form completeness,2017-09-21 01:35:14.082,
6,Return application back to applicant,2017-09-21 01:46:30.621,
6,Receive updated application,2017-09-21 02:10:42.266,
6,end_event_Loan  application canceled,2017-09-21 02:10:42.266,True
6,Check  application  form completeness,2017-09-21 05:00:10.590,
6,Return application back to applicant,2017-09-21 10:18:07.977,
6,Check if home insurance quote is requested,2017-09-21 10:18:07.977,True
6,Receive updated application,2017-09-21 12:00:44.913,
6,Send home insurance quote,2017-09-21 12:00:44.913,True
6,Check  application  form completeness,2017-09-21 12:08:15.390,
6,Send home insurance quote,2017-09-21 12:08:15.390,True
6,Return application back to applicant,2017-09-21 13:23:23.832,
6,Receive updated application,2017-09-21 13:46:38.794,
6,Check  application  form completeness,2017-09-21 15:39:55.143,
6,Return application back to applicant,2017-09-21 16:12:02.505,
6,Receive updated application,2017-09-21 16:22:46.374,
6,Check  application  form completeness,2017-09-21 16:37:22.533,
6,Appraise property,2017-09-21 17:32:37.884,
6,Check credit history,2017-09-21 17:46:46.513,
6,Assess loan risk,2017-09-21 17:47:38.319,
6,Assess eligibility,2017-09-21 18:36:31.377,
6,Check if home insurance quote is requested,2017-09-21 19:56:03.072,
6,Send acceptance pack,2017-09-21 22:23:33.271,
6,Verify repayment agreement,2017-09-21 23:20:41.187,
6,Approve application,2017-09-22 00:07:53.484,
6,end_event_Loan  application approved,2017-09-22 00:29:54.264,
7,start_event_Loan  application received,2017-09-21 15:13:47.473,
7,Check  application  form completeness,2017-09-21 16:25:35.275,
7,Check credit history,2017-09-21 17:32:33.710,
7,Assess loan risk,2017-09-21 18:14:46.000,
7,Appraise property,2017-09-21 18:43:17.122,
7,Assess eligibility,2017-09-21 19:12:03.039,
7,Check if home insurance quote is requested,2017-09-21 21:01:57.732,
7,Send home insurance quote,2017-09-21 22:48:03.409,
7,Verify repayment agreement,2017-09-21 22:59:08.367,
7,Cancel application,2017-09-21 23:19:56.680,
7,end_event_Loan  application canceled,2017-09-21 23:20:32.164,
8,start_event_Loan  application received,2017-09-21 20:35:05.535,
8,Check  application  form completeness,2017-09-21 21:01:55.242,
8,Appraise property,2017-09-22 00:20:09.343,
8,Check credit history,2017-09-22 01:48:43.549,
8,Assess loan risk,2017-09-22 03:40:14.624,
8,Assess eligibility,2017-09-22 04:18:13.718,
8,Reject application,2017-09-22 09:26:16.116,
8,end_event_Loan application rejected,2017-09-22 09:37:34.463,
9,start_event_Loan  application received,2017-09-22 11:57:27.982,
9,end_event_Loan  application approved,2017-09-22 11:57:27.982,True
9,Check  application  form completeness,2017-09-22 12:01:56.659,
9,Return application back to applicant,2017-09-22 13:06:02.297,
9,Receive updated application,2017-09-22 14:08:15.715,
9,Check  application  form completeness,2017-09-22 16:39:51.435,
9,Appraise property,2017-09-22 19:13:30.972,
9,end_event_Loan  application approved,2017-09-22 19:13:30.972,True
9,Check credit history,2017-09-22 19:23:25.979,
9,Assess loan risk,2017-09-22 19:25:55.804,
9,Assess eligibility,2017-09-22 22:03:42.820,
9,Reject application,2017-09-22 23:19:08.776,
9,end_event_Loan application rejected,2017-09-23 00:46:05.833,
10,start_event_Loan  application received,2017-09-23 13:11:39.677,
10,Check  application  form completeness,2017-09-23 13:14:11.082,
10,Check credit history,2017-09-23 13:23:24.194,
10,Appraise property,2017-09-23 13:30:05.331,
10,Assess loan risk,2017-09-23 14:58:57.638,
10,Assess eligibility,2017-09-23 17:02:28.023,
10,Reject application,2017-09-23 18:16:08.673,
10,end_event_Loan application rejected,2017-09-23 18:54:53.721,
10,end_event_Loan  application approved,2017-09-23 18:54:53.721,True
11,Assess eligibility,2017-09-23 18:54:53.721,True
11,start_event_Loan  application received,2017-09-23 18:17:10.607,
11,Check  application  form completeness,2017-09-23 19:29:38.250,
11,Check credit history,2017-09-23 20:50:36.452,
11,Assess loan risk,2017-09-23 21:08:37.408,
11,Appraise property,2017-09-24 00:43:57.668,
11,Assess eligibility,2017-09-24 04:22:05.815,
11,Check if home insurance quote is requested,2017-09-24 04:25:12.327,
11,start_event_Loan  application received,2017-09-24 04:25:12.327,True
11,Send acceptance pack,2017-09-24 04:40:19.902,
11,Verify repayment agreement,2017-09-24 04:54:25.826,
11,Cancel application,2017-09-24 05:30:42.384,
11,end_event_Loan  application canceled,2017-09-24 06:13:59.313,
12,start_event_Loan  application received,2017-09-24 20:58:14.298,
12,Check  application  form completeness,2017-09-24 21:14:59.790,
12,Appraise property,2017-09-24 21:58:22.166,
12,Appraise property,2017-09-24 21:58:22.166,True
12,Check credit history,2017-09-24 23:36:23.043,
12,Assess loan risk,2017-09-24 23:41:07.298,
12,Assess eligibility,2017-09-25 00:00:06.967,
12,Reject application,2017-09-25 02:28:22.161,
12,Send acceptance pack,2017-09-25 02:28:22.161,True
12,end_event_Loan application rejected,2017-09-25 03:30:29.992,
13,start_event_Loan  application received,2017-09-25 10:48:19.971,
13,Check  application  form completeness,2017-09-25 11:12:56.026,
13,Appraise property,2017-09-25 13:20:39.752,
13,Check credit history,2017-09-25 15:01:05.105,
13,Assess loan risk,2017-09-25 15:14:31.807,
13,Assess eligibility,2017-09-25 16:25:36.002,
13,Check if home insurance quote is requested,2017-09-25 18:31:20.721,
13,Send acceptance pack,2017-09-25 19:13:20.342,
13,Verify repayment agreement,2017-09-25 19:57:55.502,
13,Cancel application,2017-09-25 20:10:40.720,
13,end_event_Loan  application canceled,2017-09-25 20:40:22.701,
14,end_event_Loan application rejected,2017-09-25 20:40:22.701,True
14,start_event_Loan  application received,2017-09-25 14:31:52.990,
14,Check  application  form completeness,2017-09-25 17:23:43.923,
14,Return application back to applicant,2017-09-25 17:54:34.620,
14,Receive updated application,2017-09-25 18:40:34.938,
14,Check  application  form completeness,2017-09-25 18:45:00.911,
14,Check credit history,2017-09-25 19:18:10.602,
14,Assess loan risk,2017-09-25 20:50:28.348,
14,Appraise property,2017-09-25 22:37:28.398,
14,Assess eligibility,2017-09-25 22:57:47.720,
14,Reject application,2017-09-26 01:42:28.905,
14,end_event_Loan application rejected,2017-09-26 02:00:03.382,
15,Check  application  form completeness,2017-09-26 02:00:03.382,True
15,start_event_Loan  application received,2017-09-26 09:52:51.650,
15,Check  application  form completeness,2017-09-26 10:10:55.154,
15,Appraise property,2017-09-26 10:12:20.249,
15,Check credit history,2017-09-26 13:15:51.800,
15,Assess loan risk,2017-09-26 13:35:47.967,
15,Assess eligibility,2017-09-26 14:50:34.331,
15,Reject application,2017-09-26 15:49:25.642,
15,end_event_Loan application rejected,2017-09-26 17:29:21.133,
16,start_event_Loan  application received,2017-09-27 20:21:00.688,
16,Check  application  form completeness,2017-09-27 20:43:18.861,
16,Return application back to applicant,2017-09-27 21:49:22.185,
16,Receive updated application,2017-09-27 22:00:57.801,
16,Check  application  form completeness,2017-09-27 22:33:09.619,
16,end_event_Loan  application canceled,2017-09-27 22:33:09.619,True
16,Return application back to applicant,2017-09-27 23:12:41.780,
16,end_event_Loan application rejected,2017-09-27 23:12:41.780,True
16,Receive updated application,2017-09-28 01:59:04.275,
16,Check  application  form completeness,2017-09-28 03:45:53.496,
16,Return application back to applicant,2017-09-28 04:33:29.852,
16,Receive updated application,2017-09-28 05:27:18.831,
16,Check  application  form completeness,2017-09-28 08:08:43.147,
16,Check credit history,2017-09-28 08:14:06.815,
16,Appraise property,2017-09-28 08:42:18.085,
16,Assess loan risk,2017-09-28 11:27:26.001,
16,Assess eligibility,2017-09-28 11:29:12.141,
16,Check if home insurance quote is requested,2017-09-28 11:54:56.958,
16,Send home insurance quote,2017-09-28 12:11:49.920,
16,Verify repayment agreement,2017-09-28 13:47:19.905,
16,Cancel application,2017-09-28 15:57:54.860,
16,end_event_Loan  application canceled,2017-09-28 16:58:41.827,
17,start_event_Loan  application received,2017-09-28 06:52:29.228,
17,Check  application  form completeness,2017-09-28 07:21:53.312,
17,Return application back to applicant,2017-09-28 07:28:31.661,
17,Receive updated application,2017-09-28 08:42:10.346,
17,Check  application  form completeness,2017-09-28 10:26:52.268,
17,Appraise property,2017-09-28 10:26:55.665,
17,Check credit history,2017-09-28 10:35:38.225,
17,Assess loan risk,2017-09-28 10:41:30.181,
17,Assess eligibility,2017-09-28 10:57:33.794,
17,Reject application,2017-09-28 11:14:52.847,
17,end_event_Loan application rejected,2017-09-28 13:49:32.476,
18,start_event_Loan  application received,2017-09-28 15:21:30.488,
18,Check  application  form completeness,2017-09-28 19:02:21.189,
18,Appraise property,2017-09-28 19:43:59.294,
18,Check credit history,2017-09-28 21:01:59.282,
18,Assess loan risk,2017-09-28 22:43:22.344,
18,Assess eligibility,2017-09-28 22:47:31.660,
18,Reject application,2017-09-28 22:54:55.825,
18,end_event_Loan application rejected,2017-09-29 02:14:11.065,
19,start_event_Loan  application received,2017-09-29 03:02:11.413,
19,Check  application  form completeness,2017-09-29 05:56:23.695,
19,Return application back to applicant,2017-09-29 07:30:31.453,
19,Receive updated application,2017-09-29 08:06:08.074,
19,Check  application  form completeness,2017-09-29 08:49:48.310,
19,Check credit history,2017-09-29 08:51:33.852,
19,Appraise property,2017-09-29 12:42:41.724,
19,Assess loan risk,2017-09-29 13:07:04.860,
19,Assess eligibility,2017-09-29 13:12:27.341,
19,Check if home insurance quote is requested,2017-09-29 13:43:32.306,
19,Send acceptance pack,2017-09-29 13:49:38.101,
19,Verify repayment agreement,2017-09-29 15:04:00.348,
19,Check if home insurance quote is requested,2017-09-29 15:04:00.348,True
19,Cancel application,2017-09-29 15:24:27.091,
19,Check credit history,2017-09-29 15:24:27.091,True
19,end_event_Loan  application canceled,2017-09-29 15:50:40.643,
20,start_event_Loan  application received,2017-10-01 09:45:56.206,
20,Check  application  form completeness,2017-10-01 10:12:08.504,
20,Return application back to applicant,2017-10-01 11:27:25.062,
20,Receive updated application,2017-10-01 13:49:47.993,
20,Check  application  form completeness,2017-10-01 14:09:23.473,
20,Check credit history,2017-10-01 15:04:19.863,
20,Appraise property,2017-10-01 15:16:20.645,
20,Assess loan risk,2017-10-01 15:17:24.734,
20,Assess eligibility,2017-10-01 16:18:36.235,
20,Send home insurance quote,2017-10-01 16:18:36.235,True
20,Reject application,2017-10-01 17:52:26.270,
20,end_event_Loan application rejected,2017-10-01 18:39:44.276,
21,start_event_Loan  application received,2017-10-02 04:21:19.863,
21,Reject application,2017-10-02 04:21:19.863,True
21,Check  application  form completeness,2017-10-02 04:59:33.063,
21,Check credit history,2017-10-02 06:37:12.672,
21,Assess loan risk,2017-10-02 06:40:05.716,
21,Appraise property,2017-10-02 06:49:21.756,
21,Assess eligibility,2017-10-02 10:16:40.170,
21,Reject application,2017-10-02 10:21:25.944,
21,end_event_Loan application rejected,2017-10-02 10:30:13.680,
22,start_event_Loan  application received,2017-10-03 13:43:01.069,
22,Check  application  form completeness,2017-10-03 14:01:58.048,
22,Return application back to applicant,2017-10-03 14:21:35.356,
22,Receive updated application,2017-10-03 16:48:08.721,
22,Check  application  form completeness,2017-10-03 18:34:11.549,
22,Return application back to applicant,2017-10-03 19:07:48.505,
22,Receive updated application,2017-10-03 19:16:00.210,
22,Check  application  form completeness,2017-10-03 19:29:35.342,
22,Return application back to applicant,2017-10-03 21:40:43.367,
22,Receive updated application,2017-10-03 22:52:04.445,
22,Check  application  form completeness,2017-10-04 01:47:56.335,
22,Return application back to applicant,2017-10-04 02:15:11.670,
22,Receive updated application,2017-10-04 04:02:47.814,
22,Appraise property,2017-10-04 04:02:47.814,True
22,Check  application  form completeness,2017-10-04 05:54:51.719,
22,Appraise property,2017-10-04 06:07:30.412,
22,Check credit history,2017-10-04 12:18:15.813,
22,Assess loan risk,2017-10-04 12:54:29.212,
22,Assess eligibility,2017-10-04 13:16:30.398,
22,Reject application,2017-10-04 13:26:36.360,
22,end_event_Loan application rejected,2017-10-04 14:17:07.183,
23,start_event_Loan  application received,2017-10-04 12:51:59.514,
23,Check  application  form completeness,2017-10-04 15:08:00.735,
23,Check credit history,2017-10-04 16:32:19.446,
23,Appraise property,2017-10-04 17:04:43.422,
23,Assess loan risk,2017-10-04 17:22:32.046,
23,Assess eligibility,2017-10-04 18:16:13.205,
23,Check if home insurance quote is requested,2017-10-04 19:37:20.977,
23,Send home insurance quote,2017-10-04 21:30:00.921,
23,Verify repayment agreement,2017-10-04 22:58:41.784,
23,end_event_Loan  application approved,2017-10-04 22:58:41.784,True
23,Cancel application,2017-10-04 23:45:10.862,
23,end_event_Loan  application canceled,2017-10-05 02:25:42.555,
24,start_event_Loan  application received,2017-10-04 17:23:31.456,
24,Check  application  form completeness,2017-10-04 21:44:27.675,
24,Check credit history,2017-10-04 22:24:25.863,
24,Assess loan risk,2017-10-04 22:38:09.934,
24,Appraise property,2017-10-04 23:18:17.230,
24,Assess eligibility,2017-10-05 02:41:40.517,
24,Reject application,2017-10-05 02:51:30.995,
24,end_event_Loan application rejected,2017-10-05 03:12:27.710,
25,start_event_Loan  application received,2017-10-05 02:56:19.723,
25,Check  application  form completeness,2017-10-05 04:29:46.854,
25,Appraise property,2017-10-05 07:28:50.462,
25,Check credit history,2017-10-05 07:49:15.834,
25,Assess loan risk,2017-10-05 08:00:13.273,
25,Assess eligibility,2017-10-05 08:04:42.699,
25,Check if home insurance quote is requested,2017-10-05 08:10:37.507,
25,Send acceptance pack,2017-10-05 08:38:04.812,
25,Verify repayment agreement,2017-10-05 10:19:41.513,
25,Cancel application,2017-10-05 11:44:55.316,
25,end_event_Loan  application canceled,2017-10-05 12:41:26.397,
26,start_event_Loan  application received,2017-10-06 01:23:22.441,
26,Check  application  form completeness,2017-10-06 01:23:25.119,
26,Return application back to applicant,2017-10-06 03:21:19.900,
26,Receive updated application,2017-10-06 04:51:06.475,
26,Check  application  form completeness,2017-10-06 05:43:00.163,
26,Appraise property,2017-10-06 05:50:26.169,
26,Check credit history,2017-10-06 07:54:50.916,
26,Assess loan risk,2017-10-06 08:13:04.336,
26,Assess eligibility,2017-10-06 08:36:02.415,
26,Check if home insurance quote is requested,2017-10-06 08:54:14.364,
26,Send acceptance pack,2017-10-06 11:12:14.760,
26,Verify repayment agreement,2017-10-06 12:39:33.897,
26,Cancel application,2017-10-06 12:48:03.527,
26,end_event_Loan  application canceled,2017-10-06 13:23:15.951,
27,start_event_Loan  application received,2017-10-06 09:46:08.846,
27,Check  application  form completeness,2017-10-06 11:04:05.510,
27,Check credit history,2017-10-06 11:26:41.033,
27,Appraise property,2017-10-06 11:48:48.322,
27,Assess loan risk,2017-10-06 14:19:08.693,
27,Assess eligibility,2017-10-06 15:12:31.858,
27,Check if home insurance quote is requested,2017-10-06 15:23:42.890,
27,Send acceptance pack,2017-10-06 17:40:45.087,
27,Verify repayment agreement,2017-10-06 19:02:08.703,
27,Cancel application,2017-10-06 19:19:20.086,
27,end_event_Loan  application canceled,2017-10-06 20:17:02.724,
28,start_event_Loan  application received,2017-10-06 20:39:48.169,
28,Check  application  form completeness,2017-10-06 21:38:28.011,
28,Check credit history,2017-10-06 22:01:16.029,
28,Appraise property,2017-10-06 22:11:58.806,
28,Assess loan risk,2017-10-06 23:40:25.218,
28,Assess eligibility,2017-10-07 00:38:17.182,
28,Reject application,2017-10-07 00:55:49.018,
28,Assess eligibility,2017-10-07 00:55:49.018,True
28,end_event_Loan application rejected,2017-10-07 01:30:43.397,
28,end_event_Loan  application approved,2017-10-07 01:30:43.397,True
29,start_event_Loan  application received,2017-10-07 01:24:11.048,
29,Assess loan risk,2017-10-07 01:24:11.048,True
29,Check  application  form completeness,2017-10-07 05:44:43.450,
29,start_event_Loan  application received,2017-10-07 05:44:43.450,True
29,Check credit history,2017-10-07 06:38:17.775,
29,Assess loan risk,2017-10-07 07:53:22.564,
29,Appraise property,2017-10-07 11:43:19.300,
29,Assess eligibility,2017-10-07 12:03:32.459,
29,Reject application,2017-10-07 13:27:57.394,
29,end_event_Loan application rejected,2017-10-07 13:29:37.576,
30,start_event_Loan  application received,2017-10-08 00:12:40.545,
30,Check  application  form completeness,2017-10-08 01:13:37.464,
30,Check credit history,2017-10-08 01:55:27.694,
30,Assess loan risk,2017-10-08 03:10:17.793,
30,Appraise property,2017-10-08 05:20:01.120,
30,Assess eligibility,2017-10-08 05:52:08.178,
30,Receive updated application,2017-10-08 05:52:08.178,True
30,Check if home insurance quote is requested,2017-10-08 06:11:27.720,
30,Send acceptance pack,2017-10-08 06:52:13.133,
30,Verify repayment agreement,2017-10-08 09:45:24.411,
30,Cancel application,2017-10-08 10:35:12.437,
30,end_event_Loan  application canceled,2017-10-08 12:26:32.155,
31,start_event_Loan  application received,2017-10-08 05:14:45.693,
31,Check  application  form completeness,2017-10-08 05:36:35.160,
31,Return application back to applicant,2017-10-08 05:53:08.583,
31,Receive updated application,2017-10-08 06:22:36.849,
31,Check  application  form completeness,2017-10-08 07:55:52.938,
31,Assess eligibility,2017-10-08 07:55:52.938,True
31,Return application back to applicant,2017-10-08 08:19:28.048,
31,Receive updated application,2017-10-08 08:29:27.519,
31,Check  application  form completeness,2017-10-08 08:53:07.852,
31,Appraise property,2017-10-08 11:29:26.724,
31,Check credit history,2017-10-08 12:09:54.244,
31,Assess loan risk,2017-10-08 14:28:40.890,
31,Assess eligibility,2017-10-08 15:51:38.935,
31,Check if home insurance quote is requested,2017-10-08 16:34:15.933,
31,Assess loan risk,2017-10-08 16:34:15.933,True
31,Send home insurance quote,2017-10-08 16:49:28.325,
31,Verify repayment agreement,2017-10-08 17:05:21.906,
31,Approve application,2017-10-08 17:19:43.868,
31,Check credit history,2017-10-08 17:19:43.868,True
31,end_event_Loan  application approved,2017-10-08 18:49:52.661,
31,Check  application  form completeness,2017-10-08 18:49:52.661,True
32,start_event_Loan  application received,2017-10-10 05:05:57.630,
32,Check  application  form completeness,2017-10-10 06:38:09.797,
32,Check credit history,2017-10-10 06:56:13.640,
32,Appraise property,2017-10-10 07:18:19.686,
32,Assess loan risk,2017-10-10 08:30:22.477,
32,Assess eligibility,2017-10-10 09:02:17.258,
32,Check if home insurance quote is requested,2017-10-10 09:43:31.308,
32,Approve application,2017-10-10 09:43:31.308,True
32,Send acceptance pack,2017-10-10 11:16:09.013,
32,Verify repayment agreement,2017-10-10 12:23:42.182,
32,Approve application,2017-10-10 17:01:07.588,
32,Appraise property,2017-10-10 17:01:07.588,True
32,end_event_Loan  application approved,2017-10-10 21:18:50.913,
33,start_event_Loan  application received,2017-10-10 09:26:53.368,
33,Check  application  form completeness,2017-10-10 09:49:26.820,
33,Return application back to applicant,2017-10-10 11:19:46.511,
33,Receive updated application,2017-10-10 13:26:08.852,
33,Check  application  form completeness,2017-10-10 15:30:38.852,
33,Return application back to applicant,2017-10-10 15:37:24.138,
33,Receive updated application,2017-10-10 15:47:51.653,
33,Check  application  form completeness,2017-10-10 16:41:06.768,
33,Check credit history,2017-10-10 16:52:24.740,
33,Send acceptance pack,2017-10-10 16:52:24.740,True
33,Appraise property,2017-10-10 17:14:54.714,
33,Assess loan risk,2017-10-10 19:17:21.505,
33,Assess eligibility,2017-10-10 19:18:53.255,
33,Check if home insurance quote is requested,2017-10-10 20:53:56.834,
33,Send acceptance pack,2017-10-10 22:41:21.813,
33,Verify repayment agreement,2017-10-10 23:00:35.939,
33,Approve application,2017-10-11 00:10:50.494,
33,end_event_Loan  application approved,2017-10-11 02:09:11.834,
34,start_event_Loan  application received,2017-10-13 07:32:01.783,
34,Check  application  form completeness,2017-10-13 08:17:58.590,
34,Return application back to applicant,2017-10-13 08:25:51.133,
34,Receive updated application,2017-10-13 08:46:14.085,
34,Check  application  form completeness,2017-10-13 08:51:38.868,
34,Return application back to applicant,2017-10-13 10:39:40.575,
34,Receive updated application,2017-10-13 11:11:35.272,
34,Check  application  form completeness,2017-10-13 11:53:38.438,
34,Check credit history,2017-10-13 12:08:32.749,
34,Assess loan risk,2017-10-13 12:28:40.416,
34,Appraise property,2017-10-13 12:42:06.924,
34,Assess eligibility,2017-10-13 12:56:56.439,
34,Reject application,2017-10-13 13:53:12.342,
34,start_event_Loan  application received,2017-10-13 13:53:12.342,True
34,end_event_Loan application rejected,2017-10-13 13:54:31.198,
35,start_event_Loan  application received,2017-10-13 08:55:17.380,
35,start_event_Loan  application received,2017-10-13 08:55:17.380,True
35,Check  application  form completeness,2017-10-13 10:36:04.027,
35,Return application back to applicant,2017-10-13 10:52:54.257,
35,Receive updated application,2017-10-13 10:57:57.056,
35,Check  application  form completeness,2017-10-13 14:17:26.290,
35,Check credit history,2017-10-13 16:11:47.823,
35,Appraise property,2017-10-13 16:20:28.124,
35,Assess loan risk,2017-10-13 18:03:49.147,
35,Assess eligibility,2017-10-13 18:29:39.364,
35,Reject application,2017-10-13 18:57:44.526,
35,end_event_Loan application rejected,2017-10-13 20:20:50.823,
36,start_event_Loan  application received,2017-10-13 13:11:33.848,
36,Check  application  form completeness,2017-10-13 13:34:16.481,
36,Appraise property,2017-10-13 14:27:59.261,
36,Check credit history,2017-10-13 15:19:49.052,
36,Assess loan risk,2017-10-13 15:27:04.596,
36,Assess eligibility,2017-10-13 16:01:52.116,
36,end_event_Loan application rejected,2017-10-13 16:01:52.116,True
36,Reject application,2017-10-13 16:46:32.322,
36,end_event_Loan application rejected,2017-10-13 17:39:58.947,
37,start_event_Loan  application received,2017-10-13 19:32:27.030,
37,Check  application  form completeness,2017-10-13 20:53:54.988,
37,Check credit history,2017-10-13 21:00:41.467,
37,Assess loan risk,2017-10-13 22:55:07.226,
37,Appraise property,2017-10-13 23:44:31.186,
37,Assess eligibility,2017-10-14 00:21:19.612,
37,Reject application,2017-10-14 02:23:34.466,
37,end_event_Loan application rejected,2017-10-14 03:05:45.497,
38,start_event_Loan  application received,2017-10-13 20:00:57.087,
38,Check  application  form completeness,2017-10-13 20:37:23.532,
38,Appraise property,2017-10-13 21:10:40.550,
38,Check credit history,2017-10-13 21:21:18.287,
38,Assess loan risk,2017-10-13 21:29:16.093,
38,Assess eligibility,2017-10-13 22:26:15.998,
38,Check if home insurance quote is requested,2017-10-13 22:50:35.472,
38,Appraise property,2017-10-13 22:50:35.472,True
38,Send acceptance pack,2017-10-14 00:07:19.621,
38,Verify repayment agreement,2017-10-14 01:54:29.886,
38,Cancel application,2017-10-14 01:56:40.684,
38,end_event_Loan  application canceled,2017-10-14 02:26:56.096,
39,start_event_Loan  application received,2017-10-13 21:24:12.783,
39,Check  application  form completeness,2017-10-13 22:05:25.958,
39,Appraise property,2017-10-13 23:09:52.705,
39,Check if home insurance quote is requested,2017-10-13 23:09:52.705,True
39,Check credit history,2017-10-13 23:16:09.083,
39,Assess loan risk,2017-10-13 23:31:00.249,
39,Assess eligibility,2017-10-13 23:52:38.912,
39,Reject application,2017-10-13 23:59:12.784,
39,end_event_Loan application rejected,2017-10-14 00:24:34.407,
40,start_event_Loan  application received,2017-10-18 03:40:40.277,
40,Reject application,2017-10-18 03:40:40.277,True
40,Check  application  form completeness,2017-10-18 04:27:28.244,
