caseid,activity,ts,noise
12,Appraise property,2017-09-24 21:58:22.166,
12,Appraise property,2017-09-24 21:58:22.166,True
13,start_event_Loan  application received,2017-09-25 10:48:19.971,
13,Check  application  form completeness,2017-09-25 11:12:56.026,
13,Appraise property,2017-09-25 13:20:39.752,
13,Check credit history,2017-09-25 15:01:05.105,
14,end_event_Loan application rejected,2017-09-25 20:40:22.701,True
14,start_event_Loan  application received,2017-09-25 14:31:52.990,
14,Check  application  form completeness,2017-09-25 17:23:43.923,
14,Return application back to applicant,2017-09-25 17:54:34.620,
15,Check  application  form completeness,2017-09-26 02:00:03.382,True
15,start_event_Loan  application received,2017-09-26 09:52:51.650,
15,Check  application  form completeness,2017-09-26 10:10:55.154,
15,Appraise property,2017-09-26 10:12:20.249,
16,start_event_Loan  application received,2017-09-27 20:21:00.688,
16,Check  application  form completeness,2017-09-27 20:43:18.861,
16,Return application back to applicant,2017-09-27 21:49:22.185,
16,Receive updated application,2017-09-27 22:00:57.801,
17,start_event_Loan  application received,2017-09-28 06:52:29.228,
17,Check  application  form completeness,2017-09-28 07:21:53.312,
17,Return application back to applicant,2017-09-28 07:28:31.661,
17,Receive updated application,2017-09-28 08:42:10.346,
18,start_event_Loan  application received,2017-09-28 15:21:30.488,
18,Check  application  form completeness,2017-09-28 19:02:21.189,
18,Appraise property,2017-09-28 19:43:59.294,
18,Check credit history,2017-09-28 21:01:59.282,
19,start_event_Loan  application received,2017-09-29 03:02:11.413,
19,Check  application  form completeness,2017-09-29 05:56:23.695,
19,Return application back to applicant,2017-09-29 07:30:31.453,
19,Receive updated application,2017-09-29 08:06:08.074,
20,start_event_Loan  application received,2017-10-01 09:45:56.206,
20,Check  application  form completeness,2017-10-01 10:12:08.504,
20,Return application back to applicant,2017-10-01 11:27:25.062,
20,Receive updated application,2017-10-01 13:49:47.993,
21,start_event_Loan  application received,2017-10-02 04:21:19.863,
21,Reject application,2017-10-02 04:21:19.863,True
21,Check  application  form completeness,2017-10-02 04:59:33.063,
21,Check credit history,2017-10-02 06:37:12.672,
22,start_event_Loan  application received,2017-10-03 13:43:01.069,
22,Check  application  form completeness,2017-10-03 14:01:58.048,
22,Return application back to applicant,2017-10-03 14:21:35.356,
22,Receive updated application,2017-10-03 16:48:08.721,
23,start_event_Loan  application received,2017-10-04 12:51:59.514,
23,Check  application  form completeness,2017-10-04 15:08:00.735,
23,Check credit history,2017-10-04 16:32:19.446,
23,Appraise property,2017-10-04 17:04:43.422,
24,start_event_Loan  application received,2017-10-04 17:23:31.456,
24,Check  application  form completeness,2017-10-04 21:44:27.675,
24,Check credit history,2017-10-04 22:24:25.863,
24,Assess loan risk,2017-10-04 22:38:09.934,
25,start_event_Loan  application received,2017-10-05 02:56:19.723,
25,Check  application  form completeness,2017-10-05 04:29:46.854,
25,Appraise property,2017-10-05 07:28:50.462,
25,Check credit history,2017-10-05 07:49:15.834,
26,start_event_Loan  application received,2017-10-06 01:23:22.441,
26,Check  application  form completeness,2017-10-06 01:23:25.119,
26,Return application back to applicant,2017-10-06 03:21:19.900,
26,Receive updated application,2017-10-06 04:51:06.475,
27,start_event_Loan  application received,2017-10-06 09:46:08.846,
27,Check  application  form completeness,2017-10-06 11:04:05.510,
27,Check credit history,2017-10-06 11:26:41.033,
27,Appraise property,2017-10-06 11:48:48.322,
28,start_event_Loan  application received,2017-10-06 20:39:48.169,
28,Check  application  form completeness,2017-10-06 21:38:28.011,
28,Check credit history,2017-10-06 22:01:16.029,
28,Appraise property,2017-10-06 22:11:58.806,
29,start_event_Loan  application received,2017-10-07 01:24:11.048,
29,Assess loan risk,2017-10-07 01:24:11.048,True
29,Check  application  form completeness,2017-10-07 05:44:43.450,
29,start_event_Loan  application received,2017-10-07 05:44:43.450,True
30,start_event_Loan  application received,2017-10-08 00:12:40.545,
30,Check  application  form completeness,2017-10-08 01:13:37.464,
30,Check credit history,2017-10-08 01:55:27.694,
30,Assess loan risk,2017-10-08 03:10:17.793,
31,start_event_Loan  application received,2017-10-08 05:14:45.693,
31,Check  application  form completeness,2017-10-08 05:36:35.160,
31,Return application back to applicant,2017-10-08 05:53:08.583,
31,Receive updated application,2017-10-08 06:22:36.849,
32,start_event_Loan  application received,2017-10-10 05:05:57.630,
32,Check  application  form completeness,2017-10-10 06:38:09.797,
32,Check credit history,2017-10-10 06:56:13.640,
32,Appraise property,2017-10-10 07:18:19.686,
33,start_event_Loan  application received,2017-10-10 09:26:53.368,
33,Check  application  form completeness,2017-10-10 09:49:26.820,
33,Return application back to applicant,2017-10-10 11:19:46.511,
33,Receive updated application,2017-10-10 13:26:08.852,
34,start_event_Loan  application received,2017-10-13 07:32:01.783,
34,Check  application  form completeness,2017-10-13 08:17:58.590,
34,Return application back to applicant,2017-10-13 08:25:51.133,
34,Receive updated application,2017-10-13 08:46:14.085,
35,start_event_Loan  application received,2017-10-13 08:55:17.380,
35,start_event_Loan  application received,2017-10-13 08:55:17.380,True
35,Check  application  form completeness,2017-10-13 10:36:04.027,
35,Return application back to applicant,2017-10-13 10:52:54.257,
36,start_event_Loan  application received,2017-10-13 13:11:33.848,
36,Check  application  form completeness,2017-10-13 13:34:16.481,
36,Appraise property,2017-10-13 14:27:59.261,
36,Check credit history,2017-10-13 15:19:49.052,
37,start_event_Loan  application received,2017-10-13 19:32:27.030,
37,Check  application  form completeness,2017-10-13 20:53:54.988,
37,Check credit history,2017-10-13 21:00:41.467,
37,Assess loan risk,2017-10-13 22:55:07.226,
38,start_event_Loan  application received,2017-10-13 20:00:57.087,
38,Check  application  form completeness,2017-10-13 20:37:23.532,
38,Appraise property,2017-10-13 21:10:40.550,
38,Check credit history,2017-10-13 21:21:18.287,
39,start_event_Loan  application received,2017-10-13 21:24:12.783,
39,Check  application  form completeness,2017-10-13 22:05:25.958,
39,Appraise property,2017-10-13 23:09:52.705,
39,Check if home insurance quote is requested,2017-10-13 23:09:52.705,True
40,start_event_Loan  application received,2017-10-18 03:40:40.277,
40,Reject application,2017-10-18 03:40:40.277,True
40,Check  application  form completeness,2017-10-18 04:27:28.244,
40,Return application back to applicant,2017-10-18 04:46:51.151,
41,start_event_Loan  application received,2017-10-20 17:47:37.731,
41,Check  application  form completeness,2017-10-20 17:58:18.697,
41,Return application back to applicant,2017-10-20 19:27:38.451,
41,Receive updated application,2017-10-20 19:31:49.560,
42,start_event_Loan  application received,2017-10-24 19:13:40.373,
42,Check  application  form completeness,2017-10-24 20:28:23.753,
42,Return application back to applicant,2017-10-24 20:51:02.288,
42,Receive updated application,2017-10-24 21:28:09.525,
43,start_event_Loan  application received,2017-10-25 16:55:04.383,
43,Check  application  form completeness,2017-10-25 17:46:49.545,
43,Check credit history,2017-10-25 18:07:06.493,
43,Appraise property,2017-10-25 19:17:45.406,
44,start_event_Loan  application received,2017-10-25 20:14:49.452,
44,Check  application  form completeness,2017-10-25 20:43:05.511,
44,Appraise property,2017-10-25 23:11:23.739,
44,Check credit history,2017-10-26 00:28:54.718,
45,start_event_Loan  application received,2017-10-30 16:40:50.079,
45,Check  application  form completeness,2017-10-30 18:10:33.877,
45,Cancel application,2017-10-30 18:10:33.877,True
45,Check credit history,2017-10-30 18:46:23.154,
46,start_event_Loan  application received,2017-10-30 17:54:04.760,
46,Check  application  form completeness,2017-10-30 18:43:03.542,
46,Return application back to applicant,2017-10-30 20:30:58.625,
46,Assess eligibility,2017-10-30 20:30:58.625,True
47,start_event_Loan  application received,2017-10-31 13:54:35.623,
47,Check  application  form completeness,2017-10-31 16:35:33.174,
47,Return application back to applicant,2017-10-31 16:47:15.707,
47,Receive updated application,2017-10-31 17:08:28.211,
48,start_event_Loan  application received,2017-11-01 05:44:48.861,
48,Check  application  form completeness,2017-11-01 06:36:10.952,
48,Appraise property,2017-11-01 06:36:58.780,
48,Check credit history,2017-11-01 07:07:55.767,
49,start_event_Loan  application received,2017-11-01 08:04:09.785,
49,Check  application  form completeness,2017-11-01 09:08:43.031,
49,Check credit history,2017-11-01 09:16:35.528,
49,Appraise property,2017-11-01 10:20:50.351,
50,Receive updated application,2017-11-01 18:22:51.913,True
50,start_event_Loan  application received,2017-11-01 11:05:50.554,
50,Check  application  form completeness,2017-11-01 12:17:18.397,
50,Check credit history,2017-11-01 13:24:47.657,
51,start_event_Loan  application received,2017-11-01 14:15:17.845,
51,Return application back to applicant,2017-11-01 14:15:17.845,True
51,Check  application  form completeness,2017-11-01 16:13:01.351,
51,Cancel application,2017-11-01 16:13:01.351,True
52,start_event_Loan  application received,2017-11-01 16:40:00.955,
52,Check  application  form completeness,2017-11-01 17:00:17.549,
52,Appraise property,2017-11-01 17:20:34.645,
52,end_event_Loan  application approved,2017-11-01 17:20:34.645,True
53,start_event_Loan  application received,2017-11-03 05:23:55.037,
53,Check  application  form completeness,2017-11-03 07:59:19.483,
53,Appraise property,2017-11-03 08:37:41.134,
53,Check credit history,2017-11-03 09:26:27.139,
54,start_event_Loan  application received,2017-11-03 14:04:46.801,
54,Check  application  form completeness,2017-11-03 14:26:53.889,
54,Send acceptance pack,2017-11-03 14:26:53.889,True
54,Appraise property,2017-11-03 16:14:41.604,
55,start_event_Loan  application received,2017-11-04 23:00:02.424,
55,Check  application  form completeness,2017-11-04 23:00:30.942,
55,Return application back to applicant,2017-11-04 23:03:53.609,
55,Receive updated application,2017-11-05 00:54:53.264,
56,start_event_Loan  application received,2017-11-06 22:05:40.381,
56,Check  application  form completeness,2017-11-06 22:54:53.453,
56,Approve application,2017-11-06 22:54:53.453,True
56,Check credit history,2017-11-07 00:33:30.960,
57,start_event_Loan  application received,2017-11-07 04:23:21.630,
57,Check  application  form completeness,2017-11-07 04:55:27.539,
57,Check credit history,2017-11-07 05:19:09.012,
57,Cancel application,2017-11-07 05:19:09.012,True
58,start_event_Loan  application received,2017-11-08 21:43:56.161,
58,Check  application  form completeness,2017-11-08 21:47:39.173,
58,Check credit history,2017-11-08 23:27:45.629,
58,Appraise property,2017-11-08 23:53:43.476,
59,start_event_Loan  application received,2017-11-13 03:36:28.264,
59,Check  application  form completeness,2017-11-13 04:09:23.550,
59,Check credit history,2017-11-13 08:15:07.838,
59,Assess loan risk,2017-11-13 08:34:24.535,
60,start_event_Loan  application received,2017-11-14 20:18:12.703,
60,Check  application  form completeness,2017-11-14 21:05:29.145,
60,Check credit history,2017-11-15 03:03:00.772,
60,Check credit history,2017-11-15 03:03:00.772,True
61,start_event_Loan  application received,2017-11-15 16:27:18.350,
61,Check  application  form completeness,2017-11-15 16:41:09.189,
61,Return application back to applicant,2017-11-15 16:53:20.617,
61,Receive updated application,2017-11-15 18:31:38.046,
62,start_event_Loan  application received,2017-11-15 16:41:17.101,
62,Check  application  form completeness,2017-11-15 17:10:34.686,
62,Return application back to applicant,2017-11-15 17:15:32.718,
62,Check  application  form completeness,2017-11-15 17:15:32.718,True
63,Verify repayment agreement,2017-11-16 09:16:35.981,True
63,start_event_Loan  application received,2017-11-16 04:39:14.489,
63,Appraise property,2017-11-16 04:39:14.489,True
63,Check  application  form completeness,2017-11-16 05:22:34.646,
64,start_event_Loan  application received,2017-11-16 12:39:17.192,
64,Check  application  form completeness,2017-11-16 13:03:19.640,
64,Check credit history,2017-11-16 16:03:47.552,
64,Assess loan risk,2017-11-16 16:37:32.849,
65,start_event_Loan  application received,2017-11-17 10:14:09.651,
65,Receive updated application,2017-11-17 10:14:09.651,True
65,Check  application  form completeness,2017-11-17 13:20:45.723,
65,Return application back to applicant,2017-11-17 13:39:24.602,
66,start_event_Loan  application received,2017-11-20 00:40:04.417,
66,Check  application  form completeness,2017-11-20 01:11:36.501,
66,Appraise property,2017-11-20 02:21:21.811,
66,Check credit history,2017-11-20 02:30:06.880,
67,start_event_Loan  application received,2017-11-21 03:18:15.980,
67,Check  application  form completeness,2017-11-21 04:20:13.494,
67,Appraise property,2017-11-21 04:44:21.428,
67,Check credit history,2017-11-21 05:33:27.911,
68,start_event_Loan  application received,2017-11-21 06:41:47.810,
68,Check  application  form completeness,2017-11-21 08:51:08.307,
68,Appraise property,2017-11-21 09:55:08.449,
68,Check credit history,2017-11-21 11:11:25.777,
69,start_event_Loan  application received,2017-11-22 09:06:48.102,
69,Check  application  form completeness,2017-11-22 09:38:48.400,
69,Check credit history,2017-11-22 10:22:31.258,
69,Assess loan risk,2017-11-22 10:58:41.868,
70,start_event_Loan  application received,2017-11-26 09:09:38.129,
70,Check  application  form completeness,2017-11-26 09:48:58.431,
70,Return application back to applicant,2017-11-26 10:21:00.289,
70,Receive updated application,2017-11-26 10:41:04.865,
71,start_event_Loan  application received,2017-11-26 18:42:08.010,
71,Check  application  form completeness,2017-11-26 21:13:31.337,
71,Appraise property,2017-11-26 21:44:31.369,
71,Check credit history,2017-11-26 22:08:17.831,
72,start_event_Loan  application received,2017-11-27 00:22:27.574,
72,Check  application  form completeness,2017-11-27 00:43:00.018,
72,Appraise property,2017-11-27 01:20:35.122,
72,Check credit history,2017-11-27 01:48:00.818,
73,start_event_Loan  application received,2017-11-28 03:20:18.401,
73,Check  application  form completeness,2017-11-28 04:41:54.049,
73,Appraise property,2017-11-28 04:58:40.018,
73,Check credit history,2017-11-28 07:18:32.184,
74,start_event_Loan  application received,2017-11-28 18:05:10.154,
74,Check  application  form completeness,2017-11-28 18:58:34.386,
74,Return application back to applicant,2017-11-28 20:08:43.450,
74,Receive updated application,2017-11-28 20:15:14.905,
75,start_event_Loan  application received,2017-11-28 20:11:26.460,
75,Check  application  form completeness,2017-11-28 20:30:29.971,
75,Appraise property,2017-11-28 20:59:00.773,
75,Check credit history,2017-11-28 21:05:00.278,
76,start_event_Loan  application received,2017-11-30 17:40:17.587,
76,Check  application  form completeness,2017-11-30 19:18:33.350,
76,Check credit history,2017-11-30 20:37:39.611,
76,Appraise property,2017-11-30 21:32:32.033,
77,start_event_Loan  application received,2017-12-03 14:58:26.298,
77,Check  application  form completeness,2017-12-03 15:50:14.594,
77,Check if home insurance quote is requested,2017-12-03 15:50:14.594,True
77,Return application back to applicant,2017-12-03 17:38:37.818,
78,start_event_Loan  application received,2017-12-03 21:09:18.025,
78,Reject application,2017-12-03 21:09:18.025,True
78,Check  application  form completeness,2017-12-03 21:14:42.613,
78,Check credit history,2017-12-03 22:13:35.196,
79,start_event_Loan  application received,2017-12-04 02:33:23.832,
79,Check  application  form completeness,2017-12-04 02:52:28.455,
79,Appraise property,2017-12-04 03:56:00.799,
79,Check credit history,2017-12-04 05:35:43.600,
80,Receive updated application,2017-12-04 09:51:06.261,True
80,start_event_Loan  application received,2017-12-05 10:27:17.707,
80,Check  application  form completeness,2017-12-05 10:41:46.083,
80,Receive updated application,2017-12-05 10:41:46.083,True
81,start_event_Loan  application received,2017-12-07 07:08:00.421,
81,Check  application  form completeness,2017-12-07 07:24:10.475,
81,Return application back to applicant,2017-12-07 09:24:57.078,
81,Receive updated application,2017-12-07 09:35:06.547,
82,Check if home insurance quote is requested,2017-12-07 21:16:38.209,True
82,start_event_Loan  application received,2017-12-09 04:23:48.315,
82,Check  application  form completeness,2017-12-09 04:49:52.960,
82,Appraise property,2017-12-09 06:43:52.633,
83,start_event_Loan  application received,2017-12-10 14:20:46.561,
83,Check  application  form completeness,2017-12-10 15:14:14.691,
83,Appraise property,2017-12-10 15:50:43.602,
83,Check credit history,2017-12-10 18:02:29.083,
84,start_event_Loan  application received,2017-12-11 23:42:18.690,
84,Check  application  form completeness,2017-12-12 00:10:01.268,
84,Check credit history,2017-12-12 01:09:27.805,
84,Appraise property,2017-12-12 03:52:41.264,
85,start_event_Loan  application received,2017-12-12 16:00:09.586,
85,Check  application  form completeness,2017-12-12 16:36:09.937,
85,Check credit history,2017-12-12 18:26:00.265,
85,Assess loan risk,2017-12-12 18:55:42.276,
86,start_event_Loan  application received,2017-12-14 01:54:06.203,
86,end_event_Loan application rejected,2017-12-14 01:54:06.203,True
86,Check  application  form completeness,2017-12-14 02:09:26.584,
86,Check credit history,2017-12-14 02:23:03.319,
87,start_event_Loan  application received,2017-12-15 01:44:02.934,
87,Check  application  form completeness,2017-12-15 01:47:50.655,
87,Appraise property,2017-12-15 03:33:32.192,
87,Check credit history,2017-12-15 04:20:04.242,
88,start_event_Loan  application received,2017-12-17 14:14:45.997,
88,Check  application  form completeness,2017-12-17 14:18:09.817,
88,Return application back to applicant,2017-12-17 14:43:20.052,
88,Receive updated application,2017-12-17 15:04:33.587,
89,start_event_Loan  application received,2017-12-18 11:21:36.935,
89,Check  application  form completeness,2017-12-18 11:54:53.845,
89,Return application back to applicant,2017-12-18 14:23:11.290,
89,Receive updated application,2017-12-18 15:08:50.293,
90,start_event_Loan  application received,2017-12-19 12:36:13.105,
90,Check  application  form completeness,2017-12-19 13:51:27.762,
90,Return application back to applicant,2017-12-19 14:25:57.112,
90,Receive updated application,2017-12-19 15:24:45.501,
91,start_event_Loan  application received,2017-12-20 18:07:16.530,
91,Check  application  form completeness,2017-12-20 19:57:41.987,
91,Return application back to applicant,2017-12-20 20:23:12.840,
91,Receive updated application,2017-12-20 22:00:41.240,
92,start_event_Loan  application received,2017-12-22 03:12:21.383,
92,Check  application  form completeness,2017-12-22 05:30:06.651,
92,Check credit history,2017-12-22 07:59:52.018,
92,Appraise property,2017-12-22 08:33:56.565,
93,start_event_Loan  application received,2017-12-22 18:37:36.713,
93,Check  application  form completeness,2017-12-22 18:59:36.987,
93,Return application back to applicant,2017-12-22 19:17:55.538,
93,Receive updated application,2017-12-22 19:44:23.781,
94,start_event_Loan  application received,2017-12-23 04:42:38.606,
94,Check  application  form completeness,2017-12-23 04:59:28.161,
94,Return application back to applicant,2017-12-23 05:25:48.873,
94,Receive updated application,2017-12-23 05:26:01.984,
95,start_event_Loan  application received,2017-12-24 06:20:00.344,
95,Check  application  form completeness,2017-12-24 06:43:26.102,
95,Check credit history,2017-12-24 07:17:26.303,
95,Assess loan risk,2017-12-24 07:57:30.317,
96,start_event_Loan  application received,2017-12-24 19:42:24.547,
96,Check  application  form completeness,2017-12-24 20:41:31.411,
96,Return application back to applicant,2017-12-24 21:20:45.226,
96,Receive updated application,2017-12-24 21:23:41.097,
97,start_event_Loan  application received,2017-12-25 23:00:31.291,
97,Check  application  form completeness,2017-12-25 23:03:22.812,
97,Appraise property,2017-12-26 00:10:23.153,
97,Check credit history,2017-12-26 00:38:22.637,
98,start_event_Loan  application received,2017-12-26 00:13:17.447,
98,Check  application  form completeness,2017-12-26 00:39:27.114,
98,Return application back to applicant,2017-12-26 01:12:23.120,
98,Receive updated application,2017-12-26 02:28:14.236,
99,start_event_Loan  application received,2017-12-27 17:00:45.058,
99,Check  application  form completeness,2017-12-27 17:51:20.690,
99,start_event_Loan  application received,2017-12-27 17:51:20.690,True
99,Appraise property,2017-12-27 18:27:51.805,
100,start_event_Loan  application received,2017-12-28 23:11:13.114,
100,Check  application  form completeness,2017-12-29 00:08:58.510,
100,Return application back to applicant,2017-12-29 00:35:41.389,
100,Receive updated application,2017-12-29 03:38:22.353,
101,start_event_Loan  application received,2017-12-29 06:58:14.513,
101,Check  application  form completeness,2017-12-29 07:49:41.181,
101,Return application back to applicant,2017-12-29 08:59:30.254,
101,Check  application  form completeness,2017-12-29 08:59:30.254,True
102,start_event_Loan  application received,2017-12-29 19:56:49.245,
102,Check  application  form completeness,2017-12-29 20:07:06.168,
102,end_event_Loan  application canceled,2017-12-29 20:07:06.168,True
102,Check credit history,2017-12-29 21:13:49.013,
103,start_event_Loan  application received,2017-12-31 01:02:35.007,
103,Check  application  form completeness,2017-12-31 01:15:04.772,
103,Check credit history,2017-12-31 01:21:05.752,
103,Appraise property,2017-12-31 02:35:13.430,
104,start_event_Loan  application received,2017-12-31 14:55:52.138,
104,end_event_Loan  application approved,2017-12-31 14:55:52.138,True
104,Check  application  form completeness,2017-12-31 18:27:56.102,
104,Check credit history,2017-12-31 21:23:45.508,
105,start_event_Loan  application received,2018-01-01 08:52:44.909,
105,Check  application  form completeness,2018-01-01 08:54:56.120,
105,Return application back to applicant,2018-01-01 09:18:53.078,
105,Receive updated application,2018-01-01 10:17:06.996,
106,start_event_Loan  application received,2018-01-04 13:47:40.045,
106,Check  application  form completeness,2018-01-04 14:00:16.056,
106,Appraise property,2018-01-04 14:06:54.890,
106,Check credit history,2018-01-04 14:41:19.707,
107,start_event_Loan  application received,2018-01-04 21:34:18.123,
107,Check  application  form completeness,2018-01-04 22:14:05.515,
107,Return application back to applicant,2018-01-04 22:27:25.488,
107,Receive updated application,2018-01-04 23:49:28.409,
108,start_event_Loan  application received,2018-01-05 09:08:54.466,
108,Check  application  form completeness,2018-01-05 09:33:41.958,
108,Check credit history,2018-01-05 10:48:09.298,
108,Assess loan risk,2018-01-05 12:17:45.906,
109,end_event_Loan application rejected,2018-01-05 20:54:33.711,True
109,start_event_Loan  application received,2018-01-05 19:38:45.782,
109,Check  application  form completeness,2018-01-05 21:06:19.620,
109,Appraise property,2018-01-05 21:15:14.883,
110,start_event_Loan  application received,2018-01-06 23:00:52.466,
110,Check  application  form completeness,2018-01-07 02:09:06.555,
110,Check credit history,2018-01-07 02:27:13.504,
110,Appraise property,2018-01-07 02:56:51.980,
111,Approve application,2018-01-07 11:12:48.560,True
111,start_event_Loan  application received,2018-01-07 02:28:57.083,
111,Check  application  form completeness,2018-01-07 04:04:16.673,
111,Check credit history,2018-01-07 04:05:09.077,
112,Check if home insurance quote is requested,2018-01-07 11:32:20.505,True
112,start_event_Loan  application received,2018-01-09 01:06:02.092,
112,Check  application  form completeness,2018-01-09 01:58:56.888,
112,Return application back to applicant,2018-01-09 03:50:07.120,
113,start_event_Loan  application received,2018-01-10 02:09:39.344,
113,Check  application  form completeness,2018-01-10 04:47:34.413,
113,Return application back to applicant,2018-01-10 06:23:15.001,
113,Receive updated application,2018-01-10 07:48:04.237,
114,start_event_Loan  application received,2018-01-10 14:16:50.552,
114,Check  application  form completeness,2018-01-10 14:26:15.186,
114,Return application back to applicant,2018-01-10 14:48:15.756,
114,Receive updated application,2018-01-10 15:00:42.023,
115,start_event_Loan  application received,2018-01-10 15:50:47.543,
115,Check if home insurance quote is requested,2018-01-10 15:50:47.543,True
115,Check  application  form completeness,2018-01-10 16:35:05.960,
115,Appraise property,2018-01-10 16:50:45.821,
116,start_event_Loan  application received,2018-01-11 07:38:53.528,
116,Check  application  form completeness,2018-01-11 08:11:40.139,
116,Return application back to applicant,2018-01-11 08:45:18.488,
116,Receive updated application,2018-01-11 10:29:31.380,
117,start_event_Loan  application received,2018-01-12 14:08:42.776,
117,Check  application  form completeness,2018-01-12 14:21:21.572,
117,Appraise property,2018-01-12 15:46:21.067,
117,Check credit history,2018-01-12 16:56:32.148,
118,start_event_Loan  application received,2018-01-12 18:16:49.969,
118,Check  application  form completeness,2018-01-12 18:53:47.698,
118,Check credit history,2018-01-12 19:30:22.420,
118,Assess loan risk,2018-01-12 20:29:03.165,
119,start_event_Loan  application received,2018-01-14 00:56:54.917,
119,Check  application  form completeness,2018-01-14 01:23:07.852,
119,Appraise property,2018-01-14 01:44:40.258,
119,Check credit history,2018-01-14 02:23:41.366,
120,start_event_Loan  application received,2018-01-15 04:33:46.316,
120,Check  application  form completeness,2018-01-15 04:47:22.238,
120,Return application back to applicant,2018-01-15 05:20:10.767,
120,Receive updated application,2018-01-15 05:55:29.539,
121,start_event_Loan  application received,2018-01-15 11:45:18.783,
121,Check  application  form completeness,2018-01-15 13:29:04.322,
121,end_event_Loan application rejected,2018-01-15 13:29:04.322,True
121,Return application back to applicant,2018-01-15 16:07:46.690,
122,start_event_Loan  application received,2018-01-15 19:47:18.023,
122,Check  application  form completeness,2018-01-15 20:00:10.762,
122,Check credit history,2018-01-15 20:03:18.514,
122,Appraise property,2018-01-15 20:38:45.637,
123,start_event_Loan  application received,2018-01-16 00:24:59.855,
123,Check  application  form completeness,2018-01-16 00:59:33.903,
123,Appraise property,2018-01-16 01:37:02.319,
123,Check credit history,2018-01-16 01:51:42.218,
124,Cancel application,2018-01-16 04:20:48.044,True
124,start_event_Loan  application received,2018-01-16 15:52:25.552,
124,Check  application  form completeness,2018-01-16 17:13:25.625,
124,Return application back to applicant,2018-01-16 18:01:56.054,
125,end_event_Loan  application canceled,2018-01-17 03:18:05.444,True
125,start_event_Loan  application received,2018-01-17 12:32:16.809,
125,Check  application  form completeness,2018-01-17 12:55:50.078,
125,Return application back to applicant,2018-01-17 13:08:07.765,
126,start_event_Loan  application received,2018-01-18 21:21:09.109,
126,Check  application  form completeness,2018-01-19 01:06:55.250,
126,Appraise property,2018-01-19 03:58:04.500,
126,Check credit history,2018-01-19 06:17:07.513,
127,start_event_Loan  application received,2018-01-19 02:24:04.416,
127,Check  application  form completeness,2018-01-19 02:31:56.893,
127,Check credit history,2018-01-19 03:02:07.382,
127,Assess loan risk,2018-01-19 05:21:00.915,
128,start_event_Loan  application received,2018-01-19 14:15:53.342,
128,Check  application  form completeness,2018-01-19 14:38:47.016,
128,Return application back to applicant,2018-01-19 14:47:26.484,
128,Receive updated application,2018-01-19 15:18:39.975,
129,start_event_Loan  application received,2018-01-20 12:44:42.008,
