caseid,activity,ts,noise
65,Check  application  form completeness,2017-11-17 13:20:45.723,
65,Return application back to applicant,2017-11-17 13:39:24.602,
65,Receive updated application,2017-11-17 13:43:04.049,
65,Check  application  form completeness,2017-11-17 17:07:21.171,
65,Return application back to applicant,2017-11-17 17:21:20.058,
65,Receive updated application,2017-11-17 18:38:06.969,
65,Check  application  form completeness,2017-11-17 19:32:31.266,
65,Check credit history,2017-11-17 19:41:40.492,
65,Appraise property,2017-11-17 22:19:30.575,
65,Assess loan risk,2017-11-17 23:15:25.252,
65,Assess eligibility,2017-11-17 23:33:45.471,
70,start_event_Loan  application received,2017-11-26 09:09:38.129,
70,Check  application  form completeness,2017-11-26 09:48:58.431,
70,Return application back to applicant,2017-11-26 10:21:00.289,
70,Receive updated application,2017-11-26 10:41:04.865,
70,Check  application  form completeness,2017-11-26 12:42:35.014,
70,Return application back to applicant,2017-11-26 12:50:01.239,
70,Check  application  form completeness,2017-11-26 12:50:01.239,True
70,Receive updated application,2017-11-26 12:57:50.676,
70,Check  application  form completeness,2017-11-26 13:50:30.031,
70,Check credit history,2017-11-26 14:02:18.920,
70,Appraise property,2017-11-26 14:50:05.345,
70,Assess loan risk,2017-11-26 15:35:15.794,
70,Assess eligibility,2017-11-26 16:08:27.825,
74,start_event_Loan  application received,2017-11-28 18:05:10.154,
74,Check  application  form completeness,2017-11-28 18:58:34.386,
74,Return application back to applicant,2017-11-28 20:08:43.450,
74,Receive updated application,2017-11-28 20:15:14.905,
74,Check  application  form completeness,2017-11-28 20:24:08.081,
74,Return application back to applicant,2017-11-28 21:17:47.287,
74,Receive updated application,2017-11-28 21:22:47.247,
74,Check  application  form completeness,2017-11-28 21:40:20.378,
74,Return application back to applicant,2017-11-28 21:50:24.083,
74,Receive updated application,2017-11-28 22:26:57.471,
74,Check  application  form completeness,2017-11-28 22:58:27.423,
74,Receive updated application,2017-11-28 22:58:27.423,True
74,Check credit history,2017-11-28 23:18:19.400,
77,start_event_Loan  application received,2017-12-03 14:58:26.298,
77,Check  application  form completeness,2017-12-03 15:50:14.594,
77,Check if home insurance quote is requested,2017-12-03 15:50:14.594,True
77,Return application back to applicant,2017-12-03 17:38:37.818,
77,Receive updated application,2017-12-03 17:44:49.408,
77,Check  application  form completeness,2017-12-03 18:15:37.898,
77,Return application back to applicant,2017-12-03 20:04:56.708,
77,Receive updated application,2017-12-03 20:32:39.515,
77,Check  application  form completeness,2017-12-03 20:35:34.989,
77,Cancel application,2017-12-03 20:35:34.989,True
77,Appraise property,2017-12-03 23:10:38.363,
77,Check credit history,2017-12-03 23:28:44.492,
77,Assess loan risk,2017-12-04 00:39:47.207,
80,Receive updated application,2017-12-04 09:51:06.261,True
80,start_event_Loan  application received,2017-12-05 10:27:17.707,
80,Check  application  form completeness,2017-12-05 10:41:46.083,
80,Receive updated application,2017-12-05 10:41:46.083,True
80,Return application back to applicant,2017-12-05 11:05:53.590,
80,Receive updated application,2017-12-05 11:40:53.950,
80,Check  application  form completeness,2017-12-05 11:44:26.456,
80,Appraise property,2017-12-05 12:38:38.934,
80,end_event_Loan  application canceled,2017-12-05 12:38:38.934,True
80,Check credit history,2017-12-05 13:32:10.600,
80,Assess loan risk,2017-12-05 13:44:25.169,
80,Assess eligibility,2017-12-05 14:16:06.027,
80,Check if home insurance quote is requested,2017-12-05 14:32:30.924,
81,start_event_Loan  application received,2017-12-07 07:08:00.421,
81,Check  application  form completeness,2017-12-07 07:24:10.475,
81,Return application back to applicant,2017-12-07 09:24:57.078,
81,Receive updated application,2017-12-07 09:35:06.547,
81,Check  application  form completeness,2017-12-07 10:15:34.863,
81,Return application back to applicant,2017-12-07 11:50:17.348,
81,Receive updated application,2017-12-07 12:27:57.920,
81,Check  application  form completeness,2017-12-07 12:36:36.152,
81,Return application back to applicant,2017-12-07 12:42:14.356,
81,Return application back to applicant,2017-12-07 12:42:14.356,True
81,Receive updated application,2017-12-07 12:50:13.664,
81,Check  application  form completeness,2017-12-07 13:16:13.123,
81,Check if home insurance quote is requested,2017-12-07 13:16:13.123,True
86,start_event_Loan  application received,2017-12-14 01:54:06.203,
86,end_event_Loan application rejected,2017-12-14 01:54:06.203,True
86,Check  application  form completeness,2017-12-14 02:09:26.584,
86,Check credit history,2017-12-14 02:23:03.319,
86,Assess loan risk,2017-12-14 03:14:35.184,
86,Appraise property,2017-12-14 04:07:19.121,
86,Assess eligibility,2017-12-14 04:35:32.695,
86,Check if home insurance quote is requested,2017-12-14 04:52:49.145,
86,Send home insurance quote,2017-12-14 06:07:52.708,
86,Reject application,2017-12-14 06:07:52.708,True
86,Verify repayment agreement,2017-12-14 07:04:23.404,
86,Assess loan risk,2017-12-14 07:04:23.404,True
86,Approve application,2017-12-14 07:25:11.268,
88,start_event_Loan  application received,2017-12-17 14:14:45.997,
88,Check  application  form completeness,2017-12-17 14:18:09.817,
88,Return application back to applicant,2017-12-17 14:43:20.052,
88,Receive updated application,2017-12-17 15:04:33.587,
88,Check  application  form completeness,2017-12-17 15:59:08.503,
88,Appraise property,2017-12-17 17:01:03.779,
88,Check credit history,2017-12-17 19:17:10.376,
88,Assess loan risk,2017-12-17 19:35:33.177,
88,Assess eligibility,2017-12-17 19:50:21.583,
88,Check if home insurance quote is requested,2017-12-17 20:15:30.909,
88,Send acceptance pack,2017-12-17 20:53:30.906,
88,end_event_Loan  application approved,2017-12-17 20:53:30.906,True
88,Verify repayment agreement,2017-12-18 01:43:50.203,
89,start_event_Loan  application received,2017-12-18 11:21:36.935,
89,Check  application  form completeness,2017-12-18 11:54:53.845,
89,Return application back to applicant,2017-12-18 14:23:11.290,
89,Receive updated application,2017-12-18 15:08:50.293,
89,Check  application  form completeness,2017-12-18 15:26:12.330,
89,Return application back to applicant,2017-12-18 16:00:52.811,
89,Receive updated application,2017-12-18 16:12:08.576,
89,Check  application  form completeness,2017-12-18 16:25:18.775,
89,Return application back to applicant,2017-12-18 16:34:36.807,
89,Receive updated application,2017-12-18 17:35:23.378,
89,Check  application  form completeness,2017-12-18 18:38:07.415,
89,Verify repayment agreement,2017-12-18 18:38:07.415,True
89,Check credit history,2017-12-18 19:23:35.472,
90,start_event_Loan  application received,2017-12-19 12:36:13.105,
90,Check  application  form completeness,2017-12-19 13:51:27.762,
90,Return application back to applicant,2017-12-19 14:25:57.112,
90,Receive updated application,2017-12-19 15:24:45.501,
90,Check  application  form completeness,2017-12-19 15:40:49.391,
90,Return application back to applicant,2017-12-19 16:18:05.847,
90,Receive updated application,2017-12-19 16:28:35.785,
90,Check  application  form completeness,2017-12-19 17:01:57.762,
90,Check credit history,2017-12-19 17:57:18.853,
90,Cancel application,2017-12-19 17:57:18.853,True
90,Assess loan risk,2017-12-19 18:10:48.676,
90,Appraise property,2017-12-19 18:12:25.202,
90,Assess eligibility,2017-12-19 20:13:38.270,
93,start_event_Loan  application received,2017-12-22 18:37:36.713,
93,Check  application  form completeness,2017-12-22 18:59:36.987,
93,Return application back to applicant,2017-12-22 19:17:55.538,
93,Receive updated application,2017-12-22 19:44:23.781,
93,Check  application  form completeness,2017-12-22 20:06:52.199,
93,Return application back to applicant,2017-12-22 20:52:07.386,
93,Receive updated application,2017-12-22 22:02:13.998,
93,Check  application  form completeness,2017-12-22 23:26:34.008,
93,Return application back to applicant,2017-12-23 02:46:17.777,
93,Receive updated application,2017-12-23 03:20:53.704,
93,Return application back to applicant,2017-12-23 03:20:53.704,True
93,Check  application  form completeness,2017-12-23 03:23:54.762,
93,Return application back to applicant,2017-12-23 05:08:50.596,
94,start_event_Loan  application received,2017-12-23 04:42:38.606,
94,Check  application  form completeness,2017-12-23 04:59:28.161,
94,Return application back to applicant,2017-12-23 05:25:48.873,
94,Receive updated application,2017-12-23 05:26:01.984,
94,Check  application  form completeness,2017-12-23 05:34:17.496,
94,Assess loan risk,2017-12-23 05:34:17.496,True
94,Return application back to applicant,2017-12-23 06:42:38.632,
94,Receive updated application,2017-12-23 09:08:11.575,
94,Check  application  form completeness,2017-12-23 09:20:49.206,
94,Check credit history,2017-12-23 11:18:14.175,
94,Appraise property,2017-12-23 13:44:56.965,
94,Assess loan risk,2017-12-23 14:34:52.762,
94,end_event_Loan  application canceled,2017-12-23 14:34:52.762,True
96,start_event_Loan  application received,2017-12-24 19:42:24.547,
96,Check  application  form completeness,2017-12-24 20:41:31.411,
96,Return application back to applicant,2017-12-24 21:20:45.226,
96,Receive updated application,2017-12-24 21:23:41.097,
96,Check  application  form completeness,2017-12-24 21:52:40.462,
96,Return application back to applicant,2017-12-24 21:57:59.360,
96,Receive updated application,2017-12-25 00:10:17.984,
96,Check  application  form completeness,2017-12-25 00:31:33.295,
96,Return application back to applicant,2017-12-25 01:13:03.116,
96,Receive updated application,2017-12-25 02:41:38.714,
96,Check  application  form completeness,2017-12-25 03:52:42.476,
96,Return application back to applicant,2017-12-25 04:51:30.463,
96,Receive updated application,2017-12-25 05:24:22.654,
98,start_event_Loan  application received,2017-12-26 00:13:17.447,
98,Check  application  form completeness,2017-12-26 00:39:27.114,
98,Return application back to applicant,2017-12-26 01:12:23.120,
98,Receive updated application,2017-12-26 02:28:14.236,
98,Check  application  form completeness,2017-12-26 05:28:10.064,
98,Check  application  form completeness,2017-12-26 05:28:10.064,True
98,Return application back to applicant,2017-12-26 05:34:40.460,
98,Receive updated application,2017-12-26 06:48:42.712,
98,Check  application  form completeness,2017-12-26 07:01:44.802,
98,Return application back to applicant,2017-12-26 07:12:56.680,
98,Receive updated application,2017-12-26 07:17:26.858,
98,Check  application  form completeness,2017-12-26 07:46:43.749,
98,Return application back to applicant,2017-12-26 08:09:11.044,
100,start_event_Loan  application received,2017-12-28 23:11:13.114,
100,Check  application  form completeness,2017-12-29 00:08:58.510,
100,Return application back to applicant,2017-12-29 00:35:41.389,
100,Receive updated application,2017-12-29 03:38:22.353,
100,Check  application  form completeness,2017-12-29 04:29:05.332,
100,Return application back to applicant,2017-12-29 05:45:45.171,
100,Receive updated application,2017-12-29 09:34:40.386,
100,Check  application  form completeness,2017-12-29 09:46:07.410,
100,Return application back to applicant,2017-12-29 10:43:59.755,
100,Receive updated application,2017-12-29 10:50:34.022,
100,Check  application  form completeness,2017-12-29 10:53:45.852,
100,Appraise property,2017-12-29 12:00:59.896,
100,Check credit history,2017-12-29 13:14:20.077,
101,start_event_Loan  application received,2017-12-29 06:58:14.513,
101,Check  application  form completeness,2017-12-29 07:49:41.181,
101,Return application back to applicant,2017-12-29 08:59:30.254,
101,Check  application  form completeness,2017-12-29 08:59:30.254,True
101,Receive updated application,2017-12-29 09:12:58.818,
101,Check  application  form completeness,2017-12-29 09:37:10.051,
101,Return application back to applicant,2017-12-29 10:44:18.790,
101,Receive updated application,2017-12-29 14:19:54.454,
101,Check  application  form completeness,2017-12-29 14:55:48.506,
101,Check credit history,2017-12-29 15:49:12.172,
101,Assess loan risk,2017-12-29 16:04:10.416,
101,Appraise property,2017-12-29 16:08:37.995,
101,Assess eligibility,2017-12-29 16:44:22.399,
105,start_event_Loan  application received,2018-01-01 08:52:44.909,
105,Check  application  form completeness,2018-01-01 08:54:56.120,
105,Return application back to applicant,2018-01-01 09:18:53.078,
105,Receive updated application,2018-01-01 10:17:06.996,
105,Check  application  form completeness,2018-01-01 10:55:50.300,
105,Appraise property,2018-01-01 11:41:11.130,
105,Check credit history,2018-01-01 12:23:18.086,
105,Assess loan risk,2018-01-01 15:07:50.245,
105,Assess eligibility,2018-01-01 18:36:05.057,
105,Check if home insurance quote is requested,2018-01-01 22:46:30.093,
105,Appraise property,2018-01-01 22:46:30.093,True
105,Send home insurance quote,2018-01-02 00:29:36.571,
105,Verify repayment agreement,2018-01-02 00:50:50.404,
111,Approve application,2018-01-07 11:12:48.560,True
111,start_event_Loan  application received,2018-01-07 02:28:57.083,
111,Check  application  form completeness,2018-01-07 04:04:16.673,
111,Check credit history,2018-01-07 04:05:09.077,
111,Assess loan risk,2018-01-07 04:11:46.224,
111,Appraise property,2018-01-07 05:14:24.748,
111,start_event_Loan  application received,2018-01-07 05:14:24.748,True
111,Assess eligibility,2018-01-07 06:06:51.640,
111,Check if home insurance quote is requested,2018-01-07 07:03:38.208,
111,Send acceptance pack,2018-01-07 07:05:53.210,
111,Verify repayment agreement,2018-01-07 10:24:15.075,
111,Check if home insurance quote is requested,2018-01-07 10:24:15.075,True
111,Cancel application,2018-01-07 10:48:39.354,
112,Check if home insurance quote is requested,2018-01-07 11:32:20.505,True
112,start_event_Loan  application received,2018-01-09 01:06:02.092,
112,Check  application  form completeness,2018-01-09 01:58:56.888,
112,Return application back to applicant,2018-01-09 03:50:07.120,
112,Receive updated application,2018-01-09 05:45:50.337,
112,Check  application  form completeness,2018-01-09 06:28:24.787,
112,Return application back to applicant,2018-01-09 06:33:00.318,
112,Receive updated application,2018-01-09 09:08:54.454,
112,Check  application  form completeness,2018-01-09 09:31:40.433,
112,Check credit history,2018-01-09 10:49:05.395,
112,Appraise property,2018-01-09 10:55:25.173,
112,Assess loan risk,2018-01-09 10:58:34.855,
112,Assess eligibility,2018-01-09 12:32:20.899,
113,start_event_Loan  application received,2018-01-10 02:09:39.344,
113,Check  application  form completeness,2018-01-10 04:47:34.413,
113,Return application back to applicant,2018-01-10 06:23:15.001,
113,Receive updated application,2018-01-10 07:48:04.237,
113,Check  application  form completeness,2018-01-10 08:48:48.051,
113,Return application back to applicant,2018-01-10 09:07:57.771,
113,Receive updated application,2018-01-10 10:18:54.334,
113,Check  application  form completeness,2018-01-10 11:13:45.241,
113,Return application back to applicant,2018-01-10 12:08:57.837,
113,Receive updated application,2018-01-10 12:16:52.801,
113,Check  application  form completeness,2018-01-10 12:42:50.500,
113,Check credit history,2018-01-10 13:06:45.084,
113,Assess loan risk,2018-01-10 13:31:54.104,
