caseid,activity,ts,noise
91,start_event_Loan  application received,2017-12-20 18:07:16.530,
92,start_event_Loan  application received,2017-12-22 03:12:21.383,
93,start_event_Loan  application received,2017-12-22 18:37:36.713,
94,start_event_Loan  application received,2017-12-23 04:42:38.606,
95,start_event_Loan  application received,2017-12-24 06:20:00.344,
96,start_event_Loan  application received,2017-12-24 19:42:24.547,
97,start_event_Loan  application received,2017-12-25 23:00:31.291,
98,start_event_Loan  application received,2017-12-26 00:13:17.447,
99,start_event_Loan  application received,2017-12-27 17:00:45.058,
100,start_event_Loan  application received,2017-12-28 23:11:13.114,
101,start_event_Loan  application received,2017-12-29 06:58:14.513,
102,start_event_Loan  application received,2017-12-29 19:56:49.245,
103,start_event_Loan  application received,2017-12-31 01:02:35.007,
104,start_event_Loan  application received,2017-12-31 14:55:52.138,
105,start_event_Loan  application received,2018-01-01 08:52:44.909,
106,start_event_Loan  application received,2018-01-04 13:47:40.045,
107,start_event_Loan  application received,2018-01-04 21:34:18.123,
108,start_event_Loan  application received,2018-01-05 09:08:54.466,
109,end_event_Loan application rejected,2018-01-05 20:54:33.711,True
110,start_event_Loan  application received,2018-01-06 23:00:52.466,
111,Approve application,2018-01-07 11:12:48.560,True
112,Check if home insurance quote is requested,2018-01-07 11:32:20.505,True
113,start_event_Loan  application received,2018-01-10 02:09:39.344,
114,start_event_Loan  application received,2018-01-10 14:16:50.552,
115,start_event_Loan  application received,2018-01-10 15:50:47.543,
116,start_event_Loan  application received,2018-01-11 07:38:53.528,
117,start_event_Loan  application received,2018-01-12 14:08:42.776,
118,start_event_Loan  application received,2018-01-12 18:16:49.969,
119,start_event_Loan  application received,2018-01-14 00:56:54.917,
120,start_event_Loan  application received,2018-01-15 04:33:46.316,
121,start_event_Loan  application received,2018-01-15 11:45:18.783,
122,start_event_Loan  application received,2018-01-15 19:47:18.023,
123,start_event_Loan  application received,2018-01-16 00:24:59.855,
124,Cancel application,2018-01-16 04:20:48.044,True
125,end_event_Loan  application canceled,2018-01-17 03:18:05.444,True
126,start_event_Loan  application received,2018-01-18 21:21:09.109,
127,start_event_Loan  application received,2018-01-19 02:24:04.416,
128,start_event_Loan  application received,2018-01-19 14:15:53.342,
129,start_event_Loan  application received,2018-01-20 12:44:42.008,
130,start_event_Loan  application received,2018-01-21 15:55:39.264,
131,start_event_Loan  application received,2018-01-21 16:33:50.536,
132,start_event_Loan  application received,2018-01-22 11:17:27.691,
133,start_event_Loan  application received,2018-01-23 04:25:01.046,
134,start_event_Loan  application received,2018-01-23 05:04:17.181,
135,start_event_Loan  application received,2018-01-23 10:16:30.597,
136,start_event_Loan  application received,2018-01-24 08:19:48.769,
137,start_event_Loan  application received,2018-01-24 11:17:49.444,
138,start_event_Loan  application received,2018-01-24 16:42:11.041,
139,start_event_Loan  application received,2018-01-24 19:25:13.266,
140,start_event_Loan  application received,2018-01-25 21:34:49.604,
141,start_event_Loan  application received,2018-01-26 20:14:59.779,
142,start_event_Loan  application received,2018-01-27 04:01:15.869,
143,start_event_Loan  application received,2018-01-28 16:31:18.437,
144,start_event_Loan  application received,2018-01-29 08:14:26.365,
145,start_event_Loan  application received,2018-01-29 20:16:26.951,
146,start_event_Loan  application received,2018-01-30 21:45:34.900,
147,start_event_Loan  application received,2018-01-31 07:33:47.296,
148,start_event_Loan  application received,2018-01-31 10:53:36.122,
149,start_event_Loan  application received,2018-02-01 11:29:51.660,
150,start_event_Loan  application received,2018-02-01 17:09:03.082,
151,start_event_Loan  application received,2018-02-01 21:18:56.811,
152,start_event_Loan  application received,2018-02-01 21:34:00.761,
153,start_event_Loan  application received,2018-02-02 22:26:23.730,
154,start_event_Loan  application received,2018-02-03 05:23:56.439,
155,Send home insurance quote,2018-02-03 11:28:45.372,True
156,start_event_Loan  application received,2018-02-04 11:20:14.214,
157,start_event_Loan  application received,2018-02-04 19:17:08.285,
158,start_event_Loan  application received,2018-02-05 11:22:39.697,
159,start_event_Loan  application received,2018-02-06 07:22:36.831,
160,start_event_Loan  application received,2018-02-07 00:08:43.158,
161,start_event_Loan  application received,2018-02-07 01:03:18.469,
162,start_event_Loan  application received,2018-02-07 18:44:48.179,
163,start_event_Loan  application received,2018-02-08 09:44:32.430,
164,start_event_Loan  application received,2018-02-08 18:41:50.379,
165,start_event_Loan  application received,2018-02-08 22:25:26.289,
166,start_event_Loan  application received,2018-02-10 20:33:48.980,
167,start_event_Loan  application received,2018-02-15 11:48:33.209,
168,start_event_Loan  application received,2018-02-21 03:26:14.325,
169,start_event_Loan  application received,2018-02-21 22:24:29.613,
170,start_event_Loan  application received,2018-02-23 01:45:59.075,
171,start_event_Loan  application received,2018-02-23 09:44:06.339,
172,Assess loan risk,2018-02-23 14:24:56.659,True
173,start_event_Loan  application received,2018-02-26 09:55:50.499,
174,Appraise property,2018-02-26 13:15:15.645,True
175,start_event_Loan  application received,2018-02-27 09:43:34.960,
176,start_event_Loan  application received,2018-02-28 21:27:35.947,
177,start_event_Loan  application received,2018-03-05 22:54:55.423,
178,start_event_Loan  application received,2018-03-06 03:19:34.595,
179,start_event_Loan  application received,2018-03-06 12:25:29.503,
180,start_event_Loan  application received,2018-03-06 21:20:05.553,
181,start_event_Loan  application received,2018-03-07 02:47:43.915,
182,start_event_Loan  application received,2018-03-07 15:14:37.135,
183,start_event_Loan  application received,2018-03-10 11:14:46.800,
184,start_event_Loan  application received,2018-03-11 10:25:08.963,
185,start_event_Loan  application received,2018-03-11 12:31:52.456,
186,start_event_Loan  application received,2018-03-12 11:51:29.972,
187,Assess loan risk,2018-03-12 19:24:32.650,True
188,start_event_Loan  application received,2018-03-13 09:20:45.351,
189,start_event_Loan  application received,2018-03-13 10:53:45.007,
190,Return application back to applicant,2018-03-15 06:17:25.844,True
191,start_event_Loan  application received,2018-03-18 12:40:22.581,
192,start_event_Loan  application received,2018-03-20 07:54:10.777,
193,start_event_Loan  application received,2018-03-21 07:30:34.722,
194,start_event_Loan  application received,2018-03-21 10:50:44.875,
195,start_event_Loan  application received,2018-03-23 20:34:08.853,
196,start_event_Loan  application received,2018-03-25 11:00:31.816,
197,start_event_Loan  application received,2018-03-25 13:44:25.254,
198,start_event_Loan  application received,2018-03-29 09:59:57.486,
199,start_event_Loan  application received,2018-03-29 20:43:45.663,
200,start_event_Loan  application received,2018-03-30 04:41:41.860,
201,start_event_Loan  application received,2018-03-30 15:09:09.319,
202,start_event_Loan  application received,2018-04-01 20:21:54.503,
203,start_event_Loan  application received,2018-04-02 02:14:12.289,
204,start_event_Loan  application received,2018-04-02 10:15:41.356,
205,start_event_Loan  application received,2018-04-04 09:00:21.958,
206,start_event_Loan  application received,2018-04-06 01:59:54.845,
207,start_event_Loan  application received,2018-04-06 15:47:47.128,
208,start_event_Loan  application received,2018-04-09 19:17:45.265,
209,start_event_Loan  application received,2018-04-10 20:14:36.022,
210,start_event_Loan  application received,2018-04-11 16:45:21.613,
211,end_event_Loan application rejected,2018-04-11 22:06:48.606,True
212,start_event_Loan  application received,2018-04-14 05:58:44.858,
213,start_event_Loan  application received,2018-04-14 12:41:57.715,
214,start_event_Loan  application received,2018-04-14 19:14:45.216,
215,start_event_Loan  application received,2018-04-14 23:30:36.953,
216,Assess eligibility,2018-04-15 10:12:18.361,True
217,start_event_Loan  application received,2018-04-16 02:49:19.742,
218,Appraise property,2018-04-16 12:46:24.150,True
219,start_event_Loan  application received,2018-04-16 13:31:18.215,
220,start_event_Loan  application received,2018-04-19 16:01:40.854,
221,start_event_Loan  application received,2018-04-20 03:55:06.748,
222,start_event_Loan  application received,2018-04-21 03:52:24.394,
223,start_event_Loan  application received,2018-04-21 07:07:16.967,
224,start_event_Loan  application received,2018-04-21 22:08:16.655,
225,start_event_Loan  application received,2018-04-23 08:20:26.289,
226,start_event_Loan  application received,2018-04-23 19:52:33.905,
227,start_event_Loan  application received,2018-04-25 14:15:13.015,
228,start_event_Loan  application received,2018-04-25 19:36:27.336,
229,start_event_Loan  application received,2018-04-27 06:17:31.703,
230,start_event_Loan  application received,2018-04-30 01:48:25.724,
231,start_event_Loan  application received,2018-04-30 15:29:51.584,
232,start_event_Loan  application received,2018-04-30 16:14:53.417,
233,start_event_Loan  application received,2018-04-30 18:05:50.355,
234,start_event_Loan  application received,2018-05-01 13:53:21.409,
235,start_event_Loan  application received,2018-05-02 19:49:57.675,
236,start_event_Loan  application received,2018-05-03 05:13:48.116,
237,end_event_Loan  application canceled,2018-05-03 17:09:35.842,True
238,start_event_Loan  application received,2018-05-08 05:26:12.119,
239,start_event_Loan  application received,2018-05-08 14:01:57.207,
240,start_event_Loan  application received,2018-05-09 09:28:33.502,
241,start_event_Loan  application received,2018-05-11 06:15:36.167,
242,start_event_Loan  application received,2018-05-14 13:51:38.304,
243,start_event_Loan  application received,2018-05-16 10:52:21.445,
244,Check  application  form completeness,2018-05-16 18:37:32.662,True
245,start_event_Loan  application received,2018-05-17 03:18:17.231,
246,start_event_Loan  application received,2018-05-18 18:48:48.769,
247,start_event_Loan  application received,2018-05-18 23:51:33.576,
248,start_event_Loan  application received,2018-05-21 00:44:30.266,
249,start_event_Loan  application received,2018-05-21 03:51:46.222,
250,start_event_Loan  application received,2018-05-21 06:02:22.575,
251,start_event_Loan  application received,2018-05-22 19:49:11.042,
252,start_event_Loan  application received,2018-05-23 13:28:27.581,
253,start_event_Loan  application received,2018-05-25 03:09:49.951,
254,start_event_Loan  application received,2018-05-25 03:10:24.411,
255,start_event_Loan  application received,2018-05-26 01:01:02.931,
256,start_event_Loan  application received,2018-05-26 13:41:50.685,
257,start_event_Loan  application received,2018-05-27 15:39:55.688,
258,start_event_Loan  application received,2018-05-28 12:10:24.948,
259,start_event_Loan  application received,2018-05-28 18:13:14.001,
260,Receive updated application,2018-05-29 09:22:40.570,True
261,start_event_Loan  application received,2018-05-30 06:06:13.897,
262,start_event_Loan  application received,2018-06-01 06:35:08.271,
263,start_event_Loan  application received,2018-06-04 21:12:38.134,
264,start_event_Loan  application received,2018-06-05 12:48:11.768,
265,start_event_Loan  application received,2018-06-06 12:20:30.498,
266,start_event_Loan  application received,2018-06-08 04:00:22.211,
267,start_event_Loan  application received,2018-06-08 09:47:46.038,
268,start_event_Loan  application received,2018-06-08 14:56:27.975,
269,start_event_Loan  application received,2018-06-09 06:06:25.740,
270,Send acceptance pack,2018-06-09 11:26:11.571,True
271,start_event_Loan  application received,2018-06-10 20:35:03.570,
272,start_event_Loan  application received,2018-06-11 11:06:35.058,
273,start_event_Loan  application received,2018-06-12 23:45:57.817,
274,Check if home insurance quote is requested,2018-06-13 12:09:28.058,True
275,start_event_Loan  application received,2018-06-13 19:19:13.820,
276,start_event_Loan  application received,2018-06-14 20:44:49.959,
277,Check if home insurance quote is requested,2018-06-15 05:12:26.106,True
278,start_event_Loan  application received,2018-06-20 15:40:01.154,
279,start_event_Loan  application received,2018-06-21 13:23:26.085,
280,start_event_Loan  application received,2018-06-22 09:48:42.173,
281,start_event_Loan  application received,2018-06-22 16:31:37.675,
282,start_event_Loan  application received,2018-06-22 20:40:50.760,
283,start_event_Loan  application received,2018-06-23 08:49:58.441,
284,start_event_Loan  application received,2018-06-26 23:06:20.225,
285,start_event_Loan  application received,2018-06-27 10:30:34.338,
286,end_event_Loan  application approved,2018-06-27 18:10:56.134,True
287,start_event_Loan  application received,2018-06-29 03:05:24.417,
288,start_event_Loan  application received,2018-06-29 07:05:16.839,
289,start_event_Loan  application received,2018-06-30 03:39:40.345,
290,start_event_Loan  application received,2018-06-30 09:01:38.048,
291,Send acceptance pack,2018-07-02 15:54:56.504,True
292,start_event_Loan  application received,2018-07-02 23:09:55.200,
293,start_event_Loan  application received,2018-07-02 23:26:22.858,
294,start_event_Loan  application received,2018-07-04 08:15:07.237,
295,start_event_Loan  application received,2018-07-04 08:59:38.633,
296,Return application back to applicant,2018-07-04 14:33:46.898,True
297,start_event_Loan  application received,2018-07-05 23:54:25.194,
298,start_event_Loan  application received,2018-07-06 09:18:06.608,
299,start_event_Loan  application received,2018-07-07 00:32:18.118,
300,Verify repayment agreement,2018-07-07 12:58:26.885,True
301,start_event_Loan  application received,2018-07-07 23:18:17.336,
302,start_event_Loan  application received,2018-07-09 08:31:21.658,
303,start_event_Loan  application received,2018-07-09 14:12:26.231,
304,start_event_Loan  application received,2018-07-09 17:43:55.951,
305,Send acceptance pack,2018-07-10 06:04:07.058,True
306,start_event_Loan  application received,2018-07-10 16:51:06.320,
307,start_event_Loan  application received,2018-07-11 10:59:15.737,
308,start_event_Loan  application received,2018-07-12 16:20:55.210,
309,start_event_Loan  application received,2018-07-16 07:24:23.243,
310,start_event_Loan  application received,2018-07-18 09:14:19.301,
311,start_event_Loan  application received,2018-07-19 16:19:34.414,
312,start_event_Loan  application received,2018-07-19 18:57:43.815,
313,start_event_Loan  application received,2018-07-20 20:03:43.970,
314,start_event_Loan  application received,2018-07-21 05:53:12.963,
315,start_event_Loan  application received,2018-07-22 10:57:41.158,
316,start_event_Loan  application received,2018-07-24 18:58:06.207,
317,start_event_Loan  application received,2018-07-24 21:35:08.759,
318,start_event_Loan  application received,2018-07-25 13:09:53.724,
319,start_event_Loan  application received,2018-07-28 21:55:15.135,
320,start_event_Loan  application received,2018-07-29 03:59:09.892,
321,start_event_Loan  application received,2018-07-29 13:55:42.600,
322,start_event_Loan  application received,2018-07-30 07:32:23.003,
323,start_event_Loan  application received,2018-07-30 22:36:55.015,
324,start_event_Loan  application received,2018-07-31 23:48:00.572,
325,start_event_Loan  application received,2018-08-02 23:22:14.716,
326,start_event_Loan  application received,2018-08-03 03:16:02.053,
327,start_event_Loan  application received,2018-08-04 03:44:52.310,
328,start_event_Loan  application received,2018-08-05 00:58:31.885,
329,start_event_Loan  application received,2018-08-05 09:59:04.426,
330,start_event_Loan  application received,2018-08-06 11:57:45.437,
331,start_event_Loan  application received,2018-08-07 01:56:40.461,
332,start_event_Loan  application received,2018-08-09 13:28:22.933,
333,start_event_Loan  application received,2018-08-10 02:07:24.560,
334,start_event_Loan  application received,2018-08-12 01:01:04.375,
335,start_event_Loan  application received,2018-08-13 13:07:45.099,
336,start_event_Loan  application received,2018-08-14 00:36:49.638,
337,Assess loan risk,2018-08-14 16:05:36.255,True
338,start_event_Loan  application received,2018-08-18 10:04:07.249,
339,start_event_Loan  application received,2018-08-18 17:15:41.218,
340,start_event_Loan  application received,2018-08-18 17:21:06.264,
341,start_event_Loan  application received,2018-08-19 02:10:42.099,
342,start_event_Loan  application received,2018-08-19 14:33:56.168,
343,end_event_Loan  application approved,2018-08-20 00:52:18.759,True
344,start_event_Loan  application received,2018-08-20 20:25:36.645,
345,start_event_Loan  application received,2018-08-21 02:11:27.947,
346,start_event_Loan  application received,2018-08-21 08:37:04.099,
347,start_event_Loan  application received,2018-08-23 12:04:34.284,
348,start_event_Loan  application received,2018-08-23 13:50:34.719,
349,start_event_Loan  application received,2018-08-25 15:06:15.244,
350,start_event_Loan  application received,2018-08-26 16:08:03.831,
351,start_event_Loan  application received,2018-08-26 20:47:25.269,
352,start_event_Loan  application received,2018-08-28 19:14:24.976,
353,start_event_Loan  application received,2018-08-29 11:28:24.326,
354,start_event_Loan  application received,2018-09-01 02:30:23.955,
355,start_event_Loan  application received,2018-09-01 07:22:57.241,
356,start_event_Loan  application received,2018-09-01 14:31:36.714,
357,start_event_Loan  application received,2018-09-04 02:56:05.280,
358,Send acceptance pack,2018-09-04 10:31:10.683,True
359,start_event_Loan  application received,2018-09-07 08:02:12.379,
360,start_event_Loan  application received,2018-09-07 21:04:44.724,
361,start_event_Loan  application received,2018-09-09 14:14:48.927,
362,start_event_Loan  application received,2018-09-09 22:39:56.910,
363,start_event_Loan  application received,2018-09-10 02:09:48.892,
364,start_event_Loan  application received,2018-09-11 19:04:31.342,
365,start_event_Loan  application received,2018-09-13 00:58:18.073,
366,start_event_Loan  application received,2018-09-13 07:33:25.421,
367,start_event_Loan  application received,2018-09-16 19:17:33.193,
368,start_event_Loan  application received,2018-09-17 17:02:38.696,
369,start_event_Loan  application received,2018-09-17 19:30:28.971,
370,start_event_Loan  application received,2018-09-20 23:21:30.366,
371,start_event_Loan  application received,2018-09-21 22:17:02.275,
372,start_event_Loan  application received,2018-09-21 23:32:50.359,
373,start_event_Loan  application received,2018-09-22 11:20:07.645,
374,start_event_Loan  application received,2018-09-22 21:20:18.925,
375,start_event_Loan  application received,2018-09-23 16:34:59.041,
376,start_event_Loan  application received,2018-09-24 07:18:50.474,
377,start_event_Loan  application received,2018-09-25 08:49:01.299,
378,start_event_Loan  application received,2018-09-26 02:18:41.947,
379,start_event_Loan  application received,2018-09-26 06:27:16.343,
380,Assess eligibility,2018-09-26 19:17:29.343,True
381,start_event_Loan  application received,2018-09-26 22:34:22.914,
382,Assess eligibility,2018-09-27 09:05:07.578,True
383,start_event_Loan  application received,2018-09-27 11:09:38.175,
384,start_event_Loan  application received,2018-09-29 05:03:39.211,
385,start_event_Loan  application received,2018-09-29 13:58:06.511,
386,start_event_Loan  application received,2018-09-30 11:03:02.228,
387,start_event_Loan  application received,2018-10-01 01:00:08.650,
388,start_event_Loan  application received,2018-10-01 09:25:21.773,
389,Assess loan risk,2018-10-01 20:42:00.480,True
390,start_event_Loan  application received,2018-10-04 02:32:08.617,
391,start_event_Loan  application received,2018-10-04 23:51:18.837,
392,start_event_Loan  application received,2018-10-05 07:57:40.005,
393,Check if home insurance quote is requested,2018-10-05 23:15:37.565,True
394,start_event_Loan  application received,2018-10-07 00:42:08.050,
395,start_event_Loan  application received,2018-10-07 04:08:19.074,
396,start_event_Loan  application received,2018-10-08 13:32:54.222,
397,start_event_Loan  application received,2018-10-09 08:31:15.123,
398,start_event_Loan  application received,2018-10-10 01:58:53.184,
399,start_event_Loan  application received,2018-10-10 08:38:13.210,
400,start_event_Loan  application received,2018-10-11 08:45:22.897,
401,start_event_Loan  application received,2018-10-11 23:49:24.215,
402,start_event_Loan  application received,2018-10-13 01:15:43.580,
403,start_event_Loan  application received,2018-10-14 00:28:17.683,
404,start_event_Loan  application received,2018-10-14 14:08:16.917,
405,start_event_Loan  application received,2018-10-14 14:45:09.887,
406,start_event_Loan  application received,2018-10-14 15:12:44.800,
407,start_event_Loan  application received,2018-10-16 13:47:14.744,
408,start_event_Loan  application received,2018-10-16 22:02:23.354,
409,start_event_Loan  application received,2018-10-17 07:30:43.359,
410,start_event_Loan  application received,2018-10-20 14:18:29.637,
411,start_event_Loan  application received,2018-10-21 15:26:48.768,
412,start_event_Loan  application received,2018-10-23 05:53:43.302,
413,start_event_Loan  application received,2018-10-24 00:28:09.219,
414,start_event_Loan  application received,2018-10-24 09:50:20.901,
415,start_event_Loan  application received,2018-10-24 10:07:55.178,
416,Appraise property,2018-10-24 17:19:05.157,True
417,start_event_Loan  application received,2018-10-24 14:57:46.343,
418,start_event_Loan  application received,2018-10-26 01:07:06.186,
419,start_event_Loan  application received,2018-10-26 06:19:45.713,
420,start_event_Loan  application received,2018-10-26 21:22:36.602,
421,start_event_Loan  application received,2018-10-27 12:06:46.160,
422,start_event_Loan  application received,2018-10-28 02:34:34.133,
423,start_event_Loan  application received,2018-10-28 15:25:50.618,
424,start_event_Loan  application received,2018-10-29 07:04:38.180,
425,end_event_Loan  application approved,2018-10-29 16:36:09.374,True
426,start_event_Loan  application received,2018-11-01 00:35:51.826,
427,start_event_Loan  application received,2018-11-02 17:04:33.070,
428,start_event_Loan  application received,2018-11-05 13:17:03.902,
429,start_event_Loan  application received,2018-11-07 01:41:20.373,
430,start_event_Loan  application received,2018-11-07 08:16:38.639,
431,start_event_Loan  application received,2018-11-10 04:15:54.991,
432,start_event_Loan  application received,2018-11-11 17:19:45.494,
433,start_event_Loan  application received,2018-11-12 05:51:43.773,
434,start_event_Loan  application received,2018-11-12 16:28:31.341,
435,start_event_Loan  application received,2018-11-12 20:39:17.253,
436,start_event_Loan  application received,2018-11-13 08:21:55.252,
437,start_event_Loan  application received,2018-11-13 17:03:12.185,
438,start_event_Loan  application received,2018-11-13 19:06:38.708,
439,Receive updated application,2018-11-14 01:02:43.505,True
440,end_event_Loan  application approved,2018-11-15 07:31:35.511,True
441,start_event_Loan  application received,2018-11-17 20:35:03.311,
442,start_event_Loan  application received,2018-11-19 08:06:17.500,
443,start_event_Loan  application received,2018-11-20 15:57:11.428,
444,start_event_Loan  application received,2018-11-22 09:50:18.865,
445,start_event_Loan  application received,2018-11-25 16:10:49.577,
446,Assess eligibility,2018-11-26 14:35:54.522,True
447,Assess eligibility,2018-11-28 05:28:40.787,True
448,start_event_Loan  application received,2018-11-30 14:45:39.029,
449,start_event_Loan  application received,2018-12-02 01:34:15.211,
450,start_event_Loan  application received,2018-12-02 04:31:24.166,
451,start_event_Loan  application received,2018-12-03 14:50:01.890,
452,start_event_Loan  application received,2018-12-03 16:40:02.878,
453,start_event_Loan  application received,2018-12-04 03:02:15.501,
454,start_event_Loan  application received,2018-12-04 05:11:17.721,
455,Cancel application,2018-12-05 01:05:09.527,True
456,start_event_Loan  application received,2018-12-05 02:03:04.325,
457,start_event_Loan  application received,2018-12-05 20:56:46.799,
458,start_event_Loan  application received,2018-12-06 04:05:58.027,
459,start_event_Loan  application received,2018-12-06 11:37:22.701,
460,end_event_Loan  application canceled,2018-12-06 22:31:21.929,True
461,start_event_Loan  application received,2018-12-07 08:51:24.890,
462,start_event_Loan  application received,2018-12-07 22:40:13.733,
463,start_event_Loan  application received,2018-12-09 14:06:06.083,
464,start_event_Loan  application received,2018-12-09 18:15:45.250,
465,start_event_Loan  application received,2018-12-10 00:29:58.008,
466,start_event_Loan  application received,2018-12-11 01:16:58.144,
467,start_event_Loan  application received,2018-12-11 17:21:20.230,
468,start_event_Loan  application received,2018-12-13 18:41:18.368,
469,start_event_Loan  application received,2018-12-17 14:54:37.785,
470,start_event_Loan  application received,2018-12-18 15:08:43.620,
471,end_event_Loan  application approved,2018-12-19 10:05:59.579,True
472,start_event_Loan  application received,2018-12-19 02:36:00.640,
473,start_event_Loan  application received,2018-12-23 01:34:20.767,
474,start_event_Loan  application received,2018-12-24 07:06:50.308,
475,start_event_Loan  application received,2018-12-25 01:06:59.764,
476,start_event_Loan  application received,2018-12-25 11:04:56.330,
477,start_event_Loan  application received,2018-12-26 06:03:40.516,
478,start_event_Loan  application received,2018-12-27 01:46:52.221,
479,start_event_Loan  application received,2018-12-28 07:49:02.377,
480,start_event_Loan  application received,2018-12-31 09:37:23.998,
481,start_event_Loan  application received,2019-01-04 09:28:55.807,
